,date,timestamp,price
3035851,2020-01-01,1577923175000,7178.5
3097393,2020-01-02,1578009590131,6946.0
3213181,2020-01-03,1578095997839,7341.5
3253199,2020-01-04,1578182375953,7349.0
3294716,2020-01-05,1578268789417,7356.0
3370000,2020-01-06,1578355199177,7762.5
3494650,2020-01-07,1578441594166,8159.0
3671462,2020-01-08,1578527971323,8046.5
3785169,2020-01-09,1578614397370,7817.5
3926219,2020-01-10,1578700799915,8208.0
3995436,2020-01-11,1578787199930,8022.0
4044265,2020-01-12,1578873599937,8189.0
4079758,2020-01-13,1578959999742,8108.0
4321290,2020-01-14,1579046399995,8831.5
4473981,2020-01-15,1579132792343,8818.0
4569518,2020-01-16,1579219196316,8718.0
4691855,2020-01-17,1579305575915,8901.0
4749417,2020-01-18,1579391999379,8921.5
4872515,2020-01-19,1579478395497,8701.5
4942844,2020-01-20,1579564793137,8634.5
5016458,2020-01-21,1579651184063,8731.0
5070214,2020-01-22,1579737587224,8665.5
5180731,2020-01-23,1579823998793,8389.0
5273763,2020-01-24,1579910375672,8430.5
5323545,2020-01-25,1579996786490,8327.5
5382892,2020-01-26,1580083196796,8603.0
5490808,2020-01-27,1580169595197,8898.5
5651710,2020-01-28,1580255998444,9398.0
5771031,2020-01-29,1580342397207,9295.5
5916243,2020-01-30,1580428797709,9512.0
6016871,2020-01-31,1580515152798,9346.5
6075448,2020-02-01,1580601580815,9384.5
6157454,2020-02-02,1580687989580,9329.5
6261571,2020-02-03,1580774399648,9286.5
6350046,2020-02-04,1580860758324,9171.5
6463915,2020-02-05,1580947183790,9628.0
6585543,2020-02-06,1581033558224,9768.5
6667563,2020-02-07,1581119999897,9816.0
6748371,2020-02-08,1581206394509,9907.5
6827319,2020-02-09,1581292796836,10181.0
6939463,2020-02-10,1581379198058,9866.0
7068411,2020-02-11,1581465599959,10282.5
7186429,2020-02-12,1581551997138,10370.0
7363326,2020-02-13,1581638399959,10248.5
7456728,2020-02-14,1581724792400,10380.0
7556271,2020-02-15,1581811147145,9913.0
7659838,2020-02-16,1581897599846,9929.5
7803568,2020-02-17,1581983999485,9719.5
7935773,2020-02-18,1582070399964,10201.5
8103067,2020-02-19,1582156799891,9600.0
