,date,timestamp,price
8223583,2020-02-20,1582243195166,9612.5
8303512,2020-02-21,1582329577616,9701.5
8344537,2020-02-22,1582415965167,9677.0
8412553,2020-02-23,1582502399069,9970.0
8549766,2020-02-24,1582588732458,9670.5
8676570,2020-02-25,1582675194474,9318.0
8900306,2020-02-26,1582761589468,8783.0
9030476,2020-02-27,1582847999975,8820.0
9174121,2020-02-28,1582934391333,8717.0
9233812,2020-02-29,1583020796800,8529.5
9334997,2020-03-01,1583107197526,8531.5
9419776,2020-03-02,1583193594214,8920.5
9529336,2020-03-03,1583279982682,8755.5
9602230,2020-03-04,1583366392353,8762.0
9693247,2020-03-05,1583452774985,9070.0
9753432,2020-03-06,1583539178847,9158.5
9822426,2020-03-07,1583625599927,8901.0
9958725,2020-03-08,1583711998639,8035.5
10178991,2020-03-09,1583798395505,7931.5
10328203,2020-03-10,1583884798646,7894.0
10462521,2020-03-11,1583971199136,7940.0
10989642,2020-03-12,1584057597701,4646.5
11412259,2020-03-13,1584143998684,5617.0
11545802,2020-03-14,1584230399339,5159.5
11674207,2020-03-15,1584316796203,5351.5
11938658,2020-03-16,1584403191272,5030.0
12085797,2020-03-17,1584489599204,5328.0
12228704,2020-03-18,1584575996263,5408.5
12401078,2020-03-19,1584662398742,6183.0
12650177,2020-03-20,1584748797992,6201.5
12796453,2020-03-21,1584835198329,6191.5
12962084,2020-03-22,1584921596102,5823.5
13145120,2020-03-23,1585007999996,6490.0
13306016,2020-03-24,1585094389697,6761.5
13444192,2020-03-25,1585180799984,6685.5
13523810,2020-03-26,1585267197993,6758.0
13615200,2020-03-27,1585353599977,6366.5
13726137,2020-03-28,1585439994122,6249.0
13812938,2020-03-29,1585526397217,5871.0
13942446,2020-03-30,1585612799136,6408.0
14026578,2020-03-31,1585699199898,6421.5
14146333,2020-04-01,1585785599928,6665.5
14289945,2020-04-02,1585871992857,6797.0
14391962,2020-04-03,1585958398085,6739.5
14470464,2020-04-04,1586044779402,6874.0
14519655,2020-04-05,1586131199040,6775.0
14620128,2020-04-06,1586217594533,7337.5
14712204,2020-04-07,1586303996477,7195.5
14788184,2020-04-08,1586390387353,7363.5
14851055,2020-04-09,1586476799299,7293.0
14946770,2020-04-10,1586563192369,6869.5
14992868,2020-04-11,1586649597912,6885.5
15075234,2020-04-12,1586735999864,6905.0
15200847,2020-04-13,1586822341590,6852.5
15272561,2020-04-14,1586908790097,6873.5
15340322,2020-04-15,1586995199213,6617.0
15507886,2020-04-16,1587081597769,7111.5
15577363,2020-04-17,1587167995298,7030.0
15640893,2020-04-18,1587254343468,7259.5
15693651,2020-04-19,1587340799904,7126.0
15803952,2020-04-20,1587427198955,6833.5
15879921,2020-04-21,1587513566268,6849.5
15942267,2020-04-22,1587599997206,7134.0
16067141,2020-04-23,1587686397586,7492.5
16132360,2020-04-24,1587772784482,7507.5
16190754,2020-04-25,1587859174800,7543.5
16253130,2020-04-26,1587945598895,7705.5
16326264,2020-04-27,1588031999336,7790.0
16374710,2020-04-28,1588118398115,7754.0
16594852,2020-04-29,1588204799395,8793.5
16867977,2020-04-30,1588291199975,8628.0
17002209,2020-05-01,1588377598537,8834.0
17085346,2020-05-02,1588463989918,8981.0
17216534,2020-05-03,1588550388971,8905.5
17329368,2020-05-04,1588636795277,8885.0
17439177,2020-05-05,1588723197963,9026.0
17592631,2020-05-06,1588809599386,9152.0
17813623,2020-05-07,1588895998344,10008.5
17963646,2020-05-08,1588982385262,9815.5
18082677,2020-05-09,1589068799868,9542.5
18427156,2020-05-10,1589155199481,8721.5
18748021,2020-05-11,1589241599484,8567.0
18903988,2020-05-12,1589327964658,8820.0
19044263,2020-05-13,1589414399397,9319.0
19255913,2020-05-14,1589500799130,9802.0
19455429,2020-05-15,1589587199968,9312.5
19569871,2020-05-16,1589673591406,9386.5
19689396,2020-05-17,1589759992005,9682.0
19842962,2020-05-18,1589846398387,9728.0
19998151,2020-05-19,1589932799344,9787.0
20137934,2020-05-20,1590019199914,9511.0
20326732,2020-05-21,1590105599459,9059.0
20440417,2020-05-22,1590191998477,9164.0
20530809,2020-05-23,1590278399486,9176.0
20677414,2020-05-24,1590364799837,8705.0
20796345,2020-05-25,1590451197410,8895.0
20897201,2020-05-26,1590537549308,8840.5
20992634,2020-05-27,1590623999080,9206.0
21099480,2020-05-28,1590710392898,9581.0
21200050,2020-05-29,1590796792103,9426.5
21291233,2020-05-30,1590883198791,9702.0
21369833,2020-05-31,1590969597930,9448.5
