,date,timestamp,price
7104154,2019-10-13,1571011194134,181.05
7116931,2019-10-14,1571097578148,186.95
7141310,2019-10-15,1571183988331,180.65
7161111,2019-10-16,1571270378946,174.4
7172262,2019-10-17,1571356752282,177.2
7191189,2019-10-18,1571443186870,173.0
7206901,2019-10-19,1571529538463,172.0
7218462,2019-10-20,1571615999955,175.5
7232627,2019-10-21,1571702393792,174.3
7244313,2019-10-22,1571788798695,171.35
7285735,2019-10-23,1571875190870,162.25
7311599,2019-10-24,1571961565096,160.6
7360647,2019-10-25,1572047974012,181.75
7433416,2019-10-26,1572134378561,180.2
7470381,2019-10-27,1572220798282,184.2
7494638,2019-10-28,1572307193908,182.0
7519394,2019-10-29,1572393549411,191.2
7540247,2019-10-30,1572479988632,183.4
7556903,2019-10-31,1572566379636,182.45
7573171,2019-11-01,1572652665742,183.4
7581408,2019-11-02,1572738938962,183.3
7588917,2019-11-03,1572825560748,181.6
7600977,2019-11-04,1572911980146,186.4
7621665,2019-11-05,1572998398793,189.0
7637171,2019-11-06,1573084797905,191.3
7650848,2019-11-07,1573171060184,186.65
7667412,2019-11-08,1573257579982,183.75
7675171,2019-11-09,1573343980153,184.85
7695118,2019-11-10,1573430237047,189.15
7709445,2019-11-11,1573516679478,184.75
7725685,2019-11-12,1573603140279,186.95
7739608,2019-11-13,1573689549524,187.85
7753742,2019-11-14,1573775844129,184.65
7778100,2019-11-15,1573862372928,179.85
7790721,2019-11-16,1573948778964,182.3
7805265,2019-11-17,1574035182155,183.9
7821133,2019-11-18,1574121582368,177.9
7837122,2019-11-19,1574207967039,175.7
7853351,2019-11-20,1574294387660,174.4
7888661,2019-11-21,1574380640846,160.75
7963723,2019-11-22,1574467193787,149.85
7984858,2019-11-23,1574553593833,151.9
8011199,2019-11-24,1574639905754,139.75
8060345,2019-11-25,1574726399151,146.0
8076997,2019-11-26,1574812773108,147.65
8103791,2019-11-27,1574899153919,152.95
8116484,2019-11-28,1574985544534,150.9
8132145,2019-11-29,1575071952614,154.7
8141654,2019-11-30,1575158399381,151.6
8155253,2019-12-01,1575244772795,150.9
8167028,2019-12-02,1575331184651,148.8
8176322,2019-12-03,1575417598440,147.3
8213607,2019-12-04,1575503947573,145.4
8226355,2019-12-05,1575590362068,148.2
8238254,2019-12-06,1575676792357,148.75
8247726,2019-12-07,1575762974898,147.3
8257724,2019-12-08,1575849539972,150.65
8270552,2019-12-09,1575935944027,147.3
8281292,2019-12-10,1576022357015,145.5
8288940,2019-12-11,1576108760520,143.2
8305043,2019-12-12,1576195072204,144.75
8314572,2019-12-13,1576281576742,144.65
8322420,2019-12-14,1576367930231,141.7
8335990,2019-12-15,1576454302924,142.4
8364889,2019-12-16,1576540710684,132.3
8395905,2019-12-17,1576627165326,121.75
8435182,2019-12-18,1576713588365,132.95
8455173,2019-12-19,1576799890257,128.15
8463451,2019-12-20,1576886375419,128.2
8468320,2019-12-21,1576972765052,127.0
8479636,2019-12-22,1577059191165,132.3
8497572,2019-12-23,1577145595466,127.75
8505053,2019-12-24,1577231999577,127.65
8513825,2019-12-25,1577318394639,124.95
8525163,2019-12-26,1577404752780,125.4
8535796,2019-12-27,1577491194910,126.2
8544618,2019-12-28,1577577543784,127.85
8561355,2019-12-29,1577663979193,134.35
8576519,2019-12-30,1577750313495,131.2
8593580,2019-12-31,1577836683924,128.75
