trade_seq,trade_id,timestamp,tick_direction,price,instrument_name,index_price,direction,amount
46363739,74208095,1588204801751,0,8794.0,BTC-PERPETUAL,8790.05,buy,10980.0
46363740,74208096,1588204802261,2,8793.5,BTC-PERPETUAL,8790.05,sell,610.0
46363741,74208097,1588204803647,3,8793.5,BTC-PERPETUAL,8790.29,sell,10.0
46363742,74208100,1588204803781,3,8793.5,BTC-PERPETUAL,8790.29,sell,160.0
46363743,74208101,1588204803782,3,8793.5,BTC-PERPETUAL,8790.29,sell,200.0
46363744,74208103,1588204804026,3,8793.5,BTC-PERPETUAL,8790.29,sell,150.0
46363745,74208106,1588204808864,3,8793.5,BTC-PERPETUAL,8792.11,sell,30.0
46363746,74208107,1588204808996,0,8794.0,BTC-PERPETUAL,8792.11,buy,20.0
46363747,74208108,1588204808996,1,8794.0,BTC-PERPETUAL,8792.11,buy,20.0
46363748,74208109,1588204808996,1,8794.0,BTC-PERPETUAL,8792.11,buy,20.0
46363749,74208110,1588204808996,1,8794.0,BTC-PERPETUAL,8792.11,buy,200.0
46363750,74208111,1588204808996,1,8794.0,BTC-PERPETUAL,8792.11,buy,4390.0
46363751,74208112,1588204808996,1,8794.0,BTC-PERPETUAL,8792.11,buy,450.0
46363752,74208113,1588204808996,1,8794.0,BTC-PERPETUAL,8792.11,buy,50.0
46363753,74208114,1588204808996,1,8794.0,BTC-PERPETUAL,8792.11,buy,260.0
46363754,74208115,1588204808996,1,8794.0,BTC-PERPETUAL,8792.11,buy,250.0
46363755,74208116,1588204808996,1,8794.0,BTC-PERPETUAL,8792.11,buy,10.0
46363756,74208117,1588204808996,1,8794.0,BTC-PERPETUAL,8792.11,buy,4330.0
46363757,74208118,1588204811707,1,8794.0,BTC-PERPETUAL,8792.44,buy,20.0
46363758,74208120,1588204813797,1,8794.0,BTC-PERPETUAL,8793.2,buy,170.0
46363759,74208121,1588204814501,1,8794.0,BTC-PERPETUAL,8793.17,buy,3400.0
46363760,74208122,1588204814501,0,8795.5,BTC-PERPETUAL,8793.17,buy,120.0
46363761,74208123,1588204814501,0,8796.0,BTC-PERPETUAL,8793.17,buy,10.0
46363762,74208124,1588204814501,0,8796.5,BTC-PERPETUAL,8793.17,buy,10.0
46363763,74208125,1588204814501,1,8796.5,BTC-PERPETUAL,8793.17,buy,100.0
46363764,74208126,1588204814501,0,8797.0,BTC-PERPETUAL,8793.17,buy,100.0
46363765,74208127,1588204814501,1,8797.0,BTC-PERPETUAL,8793.17,buy,100.0
46363766,74208128,1588204814501,1,8797.0,BTC-PERPETUAL,8793.17,buy,1000.0
46363767,74208129,1588204814501,1,8797.0,BTC-PERPETUAL,8793.17,buy,2200.0
46363768,74208130,1588204814501,1,8797.0,BTC-PERPETUAL,8793.17,buy,2790.0
