trade_seq,trade_id,timestamp,tick_direction,price,instrument_name,index_price,direction,amount
12491444,ETH-15969806,1588291201702,2,206.1,ETH-PERPETUAL,206.2,sell,2403.0
12491445,ETH-15969807,1588291201702,2,206.05,ETH-PERPETUAL,206.2,sell,1017.0
12491446,ETH-15969808,1588291207356,0,206.1,ETH-PERPETUAL,206.16,buy,200.0
12491447,ETH-15969809,1588291207356,1,206.1,ETH-PERPETUAL,206.16,buy,100.0
12491448,ETH-15969810,1588291207381,0,206.15,ETH-PERPETUAL,206.16,buy,609.0
12491449,ETH-15969811,1588291220138,1,206.15,ETH-PERPETUAL,206.19,buy,2361.0
12491450,ETH-15969812,1588291220141,1,206.15,ETH-PERPETUAL,206.19,buy,1500.0
12491451,ETH-15969816,1588291221124,1,206.15,ETH-PERPETUAL,206.22,buy,16590.0
12491452,ETH-15969817,1588291221124,1,206.15,ETH-PERPETUAL,206.22,buy,21.0
12491453,ETH-15969818,1588291221945,0,206.2,ETH-PERPETUAL,206.23,sell,100.0
12491454,ETH-15969819,1588291221945,1,206.2,ETH-PERPETUAL,206.23,sell,10.0
12491455,ETH-15969820,1588291223994,0,206.25,ETH-PERPETUAL,206.26,sell,190.0
12491456,ETH-15969821,1588291223994,1,206.25,ETH-PERPETUAL,206.26,sell,3000.0
12491457,ETH-15969828,1588291230097,2,206.2,ETH-PERPETUAL,206.26,sell,500.0
12491458,ETH-15969829,1588291238428,0,206.3,ETH-PERPETUAL,206.34,buy,16.0
12491459,ETH-15969830,1588291238428,1,206.3,ETH-PERPETUAL,206.34,buy,1.0
12491460,ETH-15969831,1588291238428,1,206.3,ETH-PERPETUAL,206.34,buy,1.0
12491461,ETH-15969832,1588291239048,1,206.3,ETH-PERPETUAL,206.35,buy,11.0
12491462,ETH-15969833,1588291241568,0,206.35,ETH-PERPETUAL,206.39,buy,3.0
12491463,ETH-15969834,1588291242002,1,206.35,ETH-PERPETUAL,206.41,buy,12.0
12491464,ETH-15969835,1588291242546,0,206.4,ETH-PERPETUAL,206.41,buy,10.0
12491465,ETH-15969836,1588291245351,0,206.45,ETH-PERPETUAL,206.45,buy,8.0
12491466,ETH-15969837,1588291246104,0,206.55,ETH-PERPETUAL,206.51,buy,500.0
12491467,ETH-15969838,1588291246104,1,206.55,ETH-PERPETUAL,206.51,buy,3257.0
12491468,ETH-15969839,1588291246605,1,206.55,ETH-PERPETUAL,206.51,buy,1743.0
12491469,ETH-15969840,1588291246605,1,206.55,ETH-PERPETUAL,206.51,buy,2.0
12491470,ETH-15969841,1588291256111,0,206.7,ETH-PERPETUAL,206.73,buy,1.0
12491471,ETH-15969842,1588291262713,0,206.8,ETH-PERPETUAL,206.75,buy,2.0
12491472,ETH-15969843,1588291262713,1,206.8,ETH-PERPETUAL,206.75,buy,1.0
12491473,ETH-15969844,1588291265300,0,206.95,ETH-PERPETUAL,206.89,buy,354.0
12491474,ETH-15969845,1588291265651,1,206.95,ETH-PERPETUAL,206.89,buy,146.0
12491475,ETH-15969846,1588291265651,0,207.0,ETH-PERPETUAL,206.89,buy,1.0
12491476,ETH-15969847,1588291265651,1,207.0,ETH-PERPETUAL,206.89,buy,2.0
12491477,ETH-15969848,1588291265651,0,207.1,ETH-PERPETUAL,206.89,buy,497.0
12491478,ETH-15969850,1588291267863,1,207.1,ETH-PERPETUAL,206.96,buy,4.0
12491479,ETH-15969851,1588291270288,1,207.1,ETH-PERPETUAL,207.09,sell,30.0
12491480,ETH-15969852,1588291270734,1,207.1,ETH-PERPETUAL,207.09,buy,3000.0
12491481,ETH-15969853,1588291272860,0,207.15,ETH-PERPETUAL,207.16,buy,1.0
12491482,ETH-15969856,1588291275370,0,207.3,ETH-PERPETUAL,207.25,buy,2.0
12491483,ETH-15969857,1588291277564,1,207.3,ETH-PERPETUAL,207.34,sell,800.0
12491484,ETH-15969858,1588291277831,2,207.25,ETH-PERPETUAL,207.34,sell,800.0
12491485,ETH-15969859,1588291277831,3,207.25,ETH-PERPETUAL,207.34,sell,500.0
12491486,ETH-15969860,1588291277838,3,207.25,ETH-PERPETUAL,207.34,sell,800.0
12491487,ETH-15969861,1588291277850,3,207.25,ETH-PERPETUAL,207.34,sell,800.0
12491488,ETH-15969862,1588291277874,3,207.25,ETH-PERPETUAL,207.34,sell,800.0
12491489,ETH-15969863,1588291277883,3,207.25,ETH-PERPETUAL,207.34,sell,800.0
12491490,ETH-15969864,1588291277996,3,207.25,ETH-PERPETUAL,207.34,sell,800.0
12491491,ETH-15969865,1588291278020,3,207.25,ETH-PERPETUAL,207.34,sell,800.0
12491492,ETH-15969866,1588291278036,3,207.25,ETH-PERPETUAL,207.34,sell,800.0
12491493,ETH-15969867,1588291278246,2,207.2,ETH-PERPETUAL,207.32,sell,54.0
12491494,ETH-15969868,1588291278246,3,207.2,ETH-PERPETUAL,207.32,sell,353.0
12491495,ETH-15969869,1588291278248,3,207.2,ETH-PERPETUAL,207.32,sell,265.0
12491496,ETH-15969870,1588291278248,3,207.2,ETH-PERPETUAL,207.32,sell,800.0
12491497,ETH-15969871,1588291278566,3,207.2,ETH-PERPETUAL,207.32,sell,800.0
12491498,ETH-15969872,1588291278664,2,207.15,ETH-PERPETUAL,207.32,sell,1.0
12491499,ETH-15969873,1588291280056,3,207.15,ETH-PERPETUAL,207.28,sell,65.0
12491500,ETH-15969874,1588291280750,3,207.15,ETH-PERPETUAL,207.27,sell,1.0
12491501,ETH-15969875,1588291288144,0,207.2,ETH-PERPETUAL,207.23,buy,100.0
12491502,ETH-15969876,1588291288144,1,207.2,ETH-PERPETUAL,207.23,buy,110.0
12491503,ETH-15969877,1588291291077,0,207.3,ETH-PERPETUAL,207.34,sell,100.0
12491504,ETH-15969878,1588291291077,1,207.3,ETH-PERPETUAL,207.34,sell,270.0
12491505,ETH-15969879,1588291291113,1,207.3,ETH-PERPETUAL,207.34,sell,100.0
12491506,ETH-15969880,1588291300833,0,207.35,ETH-PERPETUAL,207.35,buy,322.0
12491507,ETH-15969881,1588291300835,1,207.35,ETH-PERPETUAL,207.35,buy,178.0
12491508,ETH-15969882,1588291303176,0,207.4,ETH-PERPETUAL,207.39,sell,38.0
12491509,ETH-15969883,1588291309613,2,207.25,ETH-PERPETUAL,207.33,sell,41.0
12491510,ETH-15969884,1588291311865,2,207.2,ETH-PERPETUAL,207.33,sell,600.0
12491511,ETH-15969885,1588291311877,3,207.2,ETH-PERPETUAL,207.33,sell,200.0
12491512,ETH-15969886,1588291311877,3,207.2,ETH-PERPETUAL,207.33,sell,28.0
12491513,ETH-15969887,1588291314234,2,207.15,ETH-PERPETUAL,207.28,sell,31.0
12491514,ETH-15969888,1588291319234,3,207.15,ETH-PERPETUAL,207.25,sell,2.0
12491515,ETH-15969889,1588291319234,3,207.15,ETH-PERPETUAL,207.25,sell,4698.0
12491516,ETH-15969890,1588291319245,3,207.15,ETH-PERPETUAL,207.25,sell,1940.0
12491517,ETH-15969891,1588291319247,3,207.15,ETH-PERPETUAL,207.25,sell,3000.0
12491518,ETH-15969892,1588291319248,3,207.15,ETH-PERPETUAL,207.25,sell,1700.0
12491519,ETH-15969893,1588291319256,3,207.15,ETH-PERPETUAL,207.25,sell,1400.0
12491520,ETH-15969894,1588291319258,3,207.15,ETH-PERPETUAL,207.25,sell,1400.0
12491521,ETH-15969895,1588291319259,3,207.15,ETH-PERPETUAL,207.25,sell,1200.0
12491522,ETH-15969896,1588291319260,3,207.15,ETH-PERPETUAL,207.25,sell,1100.0
12491523,ETH-15969897,1588291319262,3,207.15,ETH-PERPETUAL,207.25,sell,1000.0
12491524,ETH-15969898,1588291319263,3,207.15,ETH-PERPETUAL,207.25,sell,700.0
12491525,ETH-15969899,1588291319264,3,207.15,ETH-PERPETUAL,207.25,sell,2000.0
12491526,ETH-15969900,1588291319265,3,207.15,ETH-PERPETUAL,207.25,sell,2532.0
12491527,ETH-15969901,1588291327126,2,207.1,ETH-PERPETUAL,207.23,sell,10.0
12491528,ETH-15969902,1588291327126,3,207.1,ETH-PERPETUAL,207.23,sell,40.0
12491529,ETH-15969903,1588291327126,3,207.1,ETH-PERPETUAL,207.23,sell,7.0
12491530,ETH-15969904,1588291327126,3,207.1,ETH-PERPETUAL,207.23,sell,549.0
12491531,ETH-15969905,1588291327173,2,207.05,ETH-PERPETUAL,207.23,sell,1.0
12491532,ETH-15969906,1588291327173,3,207.05,ETH-PERPETUAL,207.23,sell,800.0
12491533,ETH-15969907,1588291327390,2,207.0,ETH-PERPETUAL,207.23,sell,2069.0
12491534,ETH-15969908,1588291327390,3,207.0,ETH-PERPETUAL,207.23,sell,800.0
12491535,ETH-15969909,1588291327806,2,206.95,ETH-PERPETUAL,207.2,sell,500.0
12491536,ETH-15969911,1588291329889,2,206.9,ETH-PERPETUAL,207.12,sell,500.0
12491537,ETH-15969912,1588291329889,3,206.9,ETH-PERPETUAL,207.12,sell,1.0
12491538,ETH-15969913,1588291337980,2,206.8,ETH-PERPETUAL,206.96,sell,6.0
12491539,ETH-15969914,1588291340955,3,206.8,ETH-PERPETUAL,206.91,buy,9.0
12491540,ETH-15969915,1588291346429,3,206.8,ETH-PERPETUAL,206.93,buy,500.0
12491541,ETH-15969916,1588291346429,0,206.85,ETH-PERPETUAL,206.93,buy,120.0
12491542,ETH-15969917,1588291346429,1,206.85,ETH-PERPETUAL,206.93,buy,1380.0
12491543,ETH-15969918,1588291346454,1,206.85,ETH-PERPETUAL,206.93,buy,120.0
12491544,ETH-15969919,1588291346454,1,206.85,ETH-PERPETUAL,206.93,buy,1.0
12491545,ETH-15969920,1588291346454,1,206.85,ETH-PERPETUAL,206.93,buy,100.0
12491546,ETH-15969921,1588291346454,1,206.85,ETH-PERPETUAL,206.93,buy,200.0
12491547,ETH-15969922,1588291346454,0,206.9,ETH-PERPETUAL,206.93,buy,118.0
12491548,ETH-15969923,1588291346454,1,206.9,ETH-PERPETUAL,206.93,buy,3000.0
12491549,ETH-15969924,1588291346454,0,206.95,ETH-PERPETUAL,206.93,buy,500.0
12491550,ETH-15969925,1588291346454,1,206.95,ETH-PERPETUAL,206.93,buy,957.0
12491551,ETH-15969926,1588291349657,2,206.9,ETH-PERPETUAL,206.98,buy,20.0
12491552,ETH-15969927,1588291350413,0,207.0,ETH-PERPETUAL,206.98,buy,500.0
12491553,ETH-15969928,1588291353696,1,207.0,ETH-PERPETUAL,207.09,sell,100.0
12491554,ETH-15969929,1588291353696,1,207.0,ETH-PERPETUAL,207.09,sell,200.0
12491555,ETH-15969930,1588291353696,1,207.0,ETH-PERPETUAL,207.09,sell,129.0
12491556,ETH-15969931,1588291353696,1,207.0,ETH-PERPETUAL,207.09,sell,129.0
12491557,ETH-15969932,1588291359602,2,206.9,ETH-PERPETUAL,207.04,sell,3.0
12491558,ETH-15969933,1588291372314,2,206.8,ETH-PERPETUAL,206.95,sell,500.0
12491559,ETH-15969934,1588291376266,3,206.8,ETH-PERPETUAL,206.9,sell,9.0
12491560,ETH-15969935,1588291379426,2,206.75,ETH-PERPETUAL,206.89,sell,20.0
12491561,ETH-15969936,1588291379426,3,206.75,ETH-PERPETUAL,206.89,sell,10.0
12491562,ETH-15969937,1588291379426,3,206.75,ETH-PERPETUAL,206.89,sell,300.0
12491563,ETH-15969938,1588291379426,3,206.75,ETH-PERPETUAL,206.89,sell,1800.0
12491564,ETH-15969939,1588291379426,3,206.75,ETH-PERPETUAL,206.89,sell,2.0
12491565,ETH-15969940,1588291379426,3,206.75,ETH-PERPETUAL,206.89,sell,1000.0
12491566,ETH-15969941,1588291380609,2,206.7,ETH-PERPETUAL,206.88,buy,100.0
12491567,ETH-15969942,1588291381147,0,206.75,ETH-PERPETUAL,206.86,buy,8781.0
12491568,ETH-15969943,1588291381148,1,206.75,ETH-PERPETUAL,206.86,buy,800.0
12491569,ETH-15969944,1588291381149,1,206.75,ETH-PERPETUAL,206.86,buy,2287.0
12491570,ETH-15969945,1588291382068,0,206.8,ETH-PERPETUAL,206.88,buy,14.0
12491571,ETH-15969946,1588291383031,0,206.95,ETH-PERPETUAL,206.93,buy,10.0
12491572,ETH-15969947,1588291383031,1,206.95,ETH-PERPETUAL,206.93,buy,614.0
12491573,ETH-15969948,1588291383031,1,206.95,ETH-PERPETUAL,206.93,buy,2.0
12491574,ETH-15969949,1588291388098,0,207.05,ETH-PERPETUAL,207.02,buy,500.0
12491575,ETH-15969950,1588291388098,1,207.05,ETH-PERPETUAL,207.02,buy,32.0
12491576,ETH-15969951,1588291388512,0,207.1,ETH-PERPETUAL,207.02,buy,4.0
12491577,ETH-15969952,1588291394005,0,207.15,ETH-PERPETUAL,207.18,buy,500.0
12491578,ETH-15969953,1588291394005,1,207.15,ETH-PERPETUAL,207.18,buy,1.0
12491579,ETH-15969954,1588291394005,1,207.15,ETH-PERPETUAL,207.18,buy,8.0
12491580,ETH-15969956,1588291394421,0,207.3,ETH-PERPETUAL,207.19,buy,500.0
12491581,ETH-15969957,1588291395316,0,207.4,ETH-PERPETUAL,207.3,buy,104.0
12491582,ETH-15969958,1588291400139,1,207.4,ETH-PERPETUAL,207.43,sell,100.0
12491583,ETH-15969959,1588291400139,1,207.4,ETH-PERPETUAL,207.43,sell,1.0
12491584,ETH-15969960,1588291400372,2,207.3,ETH-PERPETUAL,207.43,sell,3081.0
12491585,ETH-15969961,1588291400700,0,207.4,ETH-PERPETUAL,207.43,sell,37.0
12491586,ETH-15969962,1588291401448,2,207.25,ETH-PERPETUAL,207.39,buy,20.0
12491587,ETH-15969963,1588291401455,3,207.25,ETH-PERPETUAL,207.39,buy,10.0
12491588,ETH-15969964,1588291404631,2,207.2,ETH-PERPETUAL,207.35,sell,46.0
12491589,ETH-15969965,1588291407977,2,207.1,ETH-PERPETUAL,207.27,sell,30.0
12491590,ETH-15969966,1588291407977,3,207.1,ETH-PERPETUAL,207.27,sell,1.0
12491591,ETH-15969967,1588291415898,0,207.15,ETH-PERPETUAL,207.18,buy,14.0
12491592,ETH-15969968,1588291418198,0,207.2,ETH-PERPETUAL,207.17,sell,685.0
12491593,ETH-15969969,1588291424532,0,207.25,ETH-PERPETUAL,207.26,buy,2.0
12491594,ETH-15969970,1588291426548,0,207.3,ETH-PERPETUAL,207.28,buy,3.0
12491595,ETH-15969971,1588291433242,0,207.4,ETH-PERPETUAL,207.35,sell,11.0
12491596,ETH-15969972,1588291438316,2,207.35,ETH-PERPETUAL,207.35,sell,9.0
12491597,ETH-15969973,1588291438316,3,207.35,ETH-PERPETUAL,207.35,sell,3.0
12491598,ETH-15969974,1588291440052,3,207.35,ETH-PERPETUAL,207.34,buy,200.0
12491599,ETH-15969975,1588291440214,0,207.4,ETH-PERPETUAL,207.34,buy,2.0
12491600,ETH-15969976,1588291440518,0,207.45,ETH-PERPETUAL,207.34,buy,500.0
12491601,ETH-15969977,1588291440518,1,207.45,ETH-PERPETUAL,207.34,buy,110.0
12491602,ETH-15969980,1588291441533,0,207.55,ETH-PERPETUAL,207.41,buy,75.0
12491603,ETH-15969981,1588291441533,1,207.55,ETH-PERPETUAL,207.41,buy,170.0
12491604,ETH-15969982,1588291441533,1,207.55,ETH-PERPETUAL,207.41,buy,500.0
12491605,ETH-15969983,1588291441533,1,207.55,ETH-PERPETUAL,207.41,buy,4.0
12491606,ETH-15969984,1588291441835,0,207.6,ETH-PERPETUAL,207.41,buy,19.0
12491607,ETH-15969985,1588291441862,0,207.7,ETH-PERPETUAL,207.41,buy,80.0
12491608,ETH-15969986,1588291443099,2,207.6,ETH-PERPETUAL,207.49,sell,500.0
12491609,ETH-15969987,1588291447122,0,207.65,ETH-PERPETUAL,207.52,buy,2.0
12491610,ETH-15969988,1588291447859,0,207.7,ETH-PERPETUAL,207.53,sell,200.0
12491611,ETH-15969989,1588291447859,1,207.7,ETH-PERPETUAL,207.53,sell,30.0
12491612,ETH-15969990,1588291448145,2,207.65,ETH-PERPETUAL,207.53,sell,120.0
12491613,ETH-15969991,1588291448145,3,207.65,ETH-PERPETUAL,207.53,sell,126.0
12491614,ETH-15969992,1588291448331,2,207.6,ETH-PERPETUAL,207.53,sell,17.0
12491615,ETH-15969993,1588291451475,2,207.55,ETH-PERPETUAL,207.54,sell,311.0
12491616,ETH-15969994,1588291451497,3,207.55,ETH-PERPETUAL,207.54,sell,189.0
12491617,ETH-15969995,1588291451497,3,207.55,ETH-PERPETUAL,207.54,sell,5.0
12491618,ETH-15969996,1588291451526,2,207.5,ETH-PERPETUAL,207.54,sell,20.0
12491619,ETH-15969997,1588291451526,3,207.5,ETH-PERPETUAL,207.54,sell,1.0
12491620,ETH-15969999,1588291452745,2,207.45,ETH-PERPETUAL,207.48,sell,20.0
12491621,ETH-15970000,1588291457501,2,207.35,ETH-PERPETUAL,207.42,sell,1.0
12491622,ETH-15970001,1588291457501,3,207.35,ETH-PERPETUAL,207.42,sell,26.0
12491623,ETH-15970002,1588291457501,2,207.3,ETH-PERPETUAL,207.42,sell,2973.0
12491624,ETH-15970003,1588291464787,3,207.3,ETH-PERPETUAL,207.37,sell,19.0
12491625,ETH-15970004,1588291464787,3,207.3,ETH-PERPETUAL,207.37,sell,7.0
12491626,ETH-15970005,1588291464787,3,207.3,ETH-PERPETUAL,207.37,sell,1.0
12491627,ETH-15970006,1588291464787,3,207.3,ETH-PERPETUAL,207.37,sell,500.0
12491628,ETH-15970007,1588291466334,2,207.25,ETH-PERPETUAL,207.34,sell,2.0
12491629,ETH-15970008,1588291466334,3,207.25,ETH-PERPETUAL,207.34,sell,20.0
12491630,ETH-15970009,1588291466334,3,207.25,ETH-PERPETUAL,207.34,sell,10.0
12491631,ETH-15970010,1588291493945,2,207.15,ETH-PERPETUAL,207.26,sell,1.0
12491632,ETH-15970016,1588291502876,0,207.25,ETH-PERPETUAL,207.27,buy,4.0
12491633,ETH-15970017,1588291503380,0,207.3,ETH-PERPETUAL,207.27,buy,20.0
12491634,ETH-15970018,1588291504533,0,207.35,ETH-PERPETUAL,207.29,buy,105.0
12491635,ETH-15970019,1588291507262,1,207.35,ETH-PERPETUAL,207.35,buy,5.0
12491636,ETH-15970020,1588291507262,1,207.35,ETH-PERPETUAL,207.35,buy,3.0
12491637,ETH-15970021,1588291507262,1,207.35,ETH-PERPETUAL,207.35,buy,20.0
12491638,ETH-15970022,1588291513709,0,207.5,ETH-PERPETUAL,207.49,buy,500.0
12491639,ETH-15970023,1588291513709,1,207.5,ETH-PERPETUAL,207.49,buy,1.0
12491640,ETH-15970024,1588291516845,1,207.5,ETH-PERPETUAL,207.5,sell,500.0
12491641,ETH-15970025,1588291516845,1,207.5,ETH-PERPETUAL,207.5,sell,5.0
12491642,ETH-15970026,1588291517542,2,207.4,ETH-PERPETUAL,207.51,buy,200.0
12491643,ETH-15970027,1588291519508,3,207.4,ETH-PERPETUAL,207.48,sell,21.0
12491644,ETH-15970031,1588291519944,2,207.3,ETH-PERPETUAL,207.45,sell,3000.0
12491645,ETH-15970032,1588291519944,3,207.3,ETH-PERPETUAL,207.45,sell,20.0
12491646,ETH-15970036,1588291521531,3,207.3,ETH-PERPETUAL,207.39,buy,100.0
12491647,ETH-15970037,1588291527730,2,207.25,ETH-PERPETUAL,207.28,sell,20.0
12491648,ETH-15970038,1588291527730,3,207.25,ETH-PERPETUAL,207.28,sell,10.0
12491649,ETH-15970039,1588291527730,3,207.25,ETH-PERPETUAL,207.28,sell,1.0
12491650,ETH-15970040,1588291544764,3,207.25,ETH-PERPETUAL,207.25,buy,420.0
12491651,ETH-15970041,1588291544764,3,207.25,ETH-PERPETUAL,207.25,buy,13.0
12491652,ETH-15970042,1588291544764,3,207.25,ETH-PERPETUAL,207.25,buy,4.0
12491653,ETH-15970043,1588291544927,0,207.3,ETH-PERPETUAL,207.25,buy,410.0
12491654,ETH-15970044,1588291544927,1,207.3,ETH-PERPETUAL,207.25,buy,10.0
12491655,ETH-15970045,1588291545018,0,207.35,ETH-PERPETUAL,207.25,buy,110.0
12491656,ETH-15970046,1588291545018,1,207.35,ETH-PERPETUAL,207.25,buy,410.0
12491657,ETH-15970047,1588291548890,2,207.3,ETH-PERPETUAL,207.35,sell,100.0
12491658,ETH-15970052,1588291559946,3,207.3,ETH-PERPETUAL,207.29,sell,100.0
12491659,ETH-15970059,1588291562885,2,207.25,ETH-PERPETUAL,207.3,buy,100.0
12491660,ETH-15970060,1588291575878,0,207.35,ETH-PERPETUAL,207.36,buy,4.0
12491661,ETH-15970061,1588291577254,0,207.4,ETH-PERPETUAL,207.38,buy,20.0
12491662,ETH-15970062,1588291583211,0,207.45,ETH-PERPETUAL,207.4,buy,1.0
12491663,ETH-15970063,1588291583211,1,207.45,ETH-PERPETUAL,207.4,buy,100.0
12491664,ETH-15970085,1588291586844,2,207.4,ETH-PERPETUAL,207.44,buy,329.0
12491665,ETH-15970086,1588291587057,3,207.4,ETH-PERPETUAL,207.44,buy,171.0
12491666,ETH-15970087,1588291587234,0,207.45,ETH-PERPETUAL,207.44,buy,110.0
12491667,ETH-15970088,1588291590996,0,207.55,ETH-PERPETUAL,207.51,buy,2.0
12491668,ETH-15970089,1588291595959,0,207.65,ETH-PERPETUAL,207.6,buy,19.0
12491669,ETH-15970090,1588291596788,0,207.7,ETH-PERPETUAL,207.63,buy,1.0
12491670,ETH-15970091,1588291604349,0,207.75,ETH-PERPETUAL,207.73,sell,19.0
12491671,ETH-15970092,1588291604349,1,207.75,ETH-PERPETUAL,207.73,sell,8.0
12491672,ETH-15970093,1588291605229,2,207.7,ETH-PERPETUAL,207.73,buy,82.0
12491673,ETH-15970094,1588291605538,3,207.7,ETH-PERPETUAL,207.75,buy,18.0
12491674,ETH-15970095,1588291605538,0,207.75,ETH-PERPETUAL,207.75,buy,1382.0
12491675,ETH-15970096,1588291606323,1,207.75,ETH-PERPETUAL,207.75,buy,27.0
