trade_seq,trade_id,timestamp,tick_direction,price,instrument_name,index_price,direction,amount,liquidation
44397527,71588735,1586217604072,0,7341.5,BTC-PERPETUAL,7340.73,sell,10.0,
44397528,71588737,1586217604238,1,7341.5,BTC-PERPETUAL,7340.73,sell,300.0,
44397529,71588747,1586217609120,0,7342.0,BTC-PERPETUAL,7342.59,buy,480.0,
44397530,71588748,1586217609120,1,7342.0,BTC-PERPETUAL,7342.59,buy,10.0,
44397531,71588749,1586217609120,1,7342.0,BTC-PERPETUAL,7342.59,buy,10.0,
44397532,71588750,1586217609120,1,7342.0,BTC-PERPETUAL,7342.59,buy,150.0,
44397533,71588751,1586217609120,1,7342.0,BTC-PERPETUAL,7342.59,buy,1750.0,
44397534,71588760,1586217613252,0,7342.5,BTC-PERPETUAL,7342.6,sell,2400.0,
44397535,71588761,1586217613334,1,7342.5,BTC-PERPETUAL,7342.6,sell,5300.0,
44397536,71588762,1586217613334,1,7342.5,BTC-PERPETUAL,7342.6,sell,10.0,
44397537,71588764,1586217613902,2,7339.5,BTC-PERPETUAL,7341.93,buy,730.0,
44397538,71588766,1586217615899,3,7339.5,BTC-PERPETUAL,7340.72,buy,100.0,
44397539,71588767,1586217615899,3,7339.5,BTC-PERPETUAL,7340.72,buy,2000.0,
44397540,71588768,1586217615899,3,7339.5,BTC-PERPETUAL,7340.72,buy,7900.0,
44397541,71588769,1586217616644,3,7339.5,BTC-PERPETUAL,7340.72,buy,1000.0,
44397542,71588770,1586217616644,3,7339.5,BTC-PERPETUAL,7340.72,buy,5000.0,
44397543,71588771,1586217616644,3,7339.5,BTC-PERPETUAL,7340.72,buy,250.0,
44397544,71588772,1586217616644,3,7339.5,BTC-PERPETUAL,7340.72,buy,3000.0,
44397545,71588773,1586217616644,3,7339.5,BTC-PERPETUAL,7340.72,buy,100.0,
44397546,71588774,1586217616644,3,7339.5,BTC-PERPETUAL,7340.72,buy,10.0,
44397547,71588775,1586217616644,3,7339.5,BTC-PERPETUAL,7340.72,buy,640.0,
44397548,71588778,1586217618998,2,7339.0,BTC-PERPETUAL,7339.49,sell,7000.0,
44397549,71588779,1586217618998,3,7339.0,BTC-PERPETUAL,7339.49,sell,10.0,
44397550,71588780,1586217618998,3,7339.0,BTC-PERPETUAL,7339.49,sell,690.0,
44397551,71588781,1586217619000,3,7339.0,BTC-PERPETUAL,7339.49,sell,1310.0,
44397552,71588782,1586217619000,3,7339.0,BTC-PERPETUAL,7339.49,sell,640.0,
44397553,71588783,1586217619000,3,7339.0,BTC-PERPETUAL,7339.49,sell,30.0,
44397554,71588784,1586217619001,3,7339.0,BTC-PERPETUAL,7339.49,sell,1840.0,
44397555,71588785,1586217619004,3,7339.0,BTC-PERPETUAL,7339.49,sell,3870.0,
44397556,71588786,1586217621912,2,7337.0,BTC-PERPETUAL,7338.29,sell,550.0,
44397557,71588787,1586217621912,3,7337.0,BTC-PERPETUAL,7338.29,sell,450.0,
44397558,71588788,1586217621912,3,7337.0,BTC-PERPETUAL,7338.29,sell,10.0,
44397559,71588789,1586217621912,3,7337.0,BTC-PERPETUAL,7338.29,sell,10.0,
44397560,71588790,1586217621912,2,7336.5,BTC-PERPETUAL,7338.29,sell,600.0,
44397561,71588791,1586217621912,3,7336.5,BTC-PERPETUAL,7338.29,sell,3380.0,
44397562,71588792,1586217623542,3,7336.5,BTC-PERPETUAL,7337.72,buy,1800.0,
44397563,71588793,1586217623542,3,7336.5,BTC-PERPETUAL,7337.72,buy,1800.0,
44397564,71588794,1586217623542,3,7336.5,BTC-PERPETUAL,7337.72,buy,2320.0,
44397565,71588795,1586217623542,3,7336.5,BTC-PERPETUAL,7337.72,buy,3600.0,
44397566,71588796,1586217623542,3,7336.5,BTC-PERPETUAL,7337.72,buy,3600.0,
44397567,71588797,1586217623542,3,7336.5,BTC-PERPETUAL,7337.72,buy,360.0,
