trade_seq,trade_id,timestamp,tick_direction,price,instrument_name,index_price,direction,amount,liquidation
11667744,ETH-14945798,1586131208355,0,142.85,ETH-PERPETUAL,142.83,buy,3.0,
11667745,ETH-14945799,1586131208355,1,142.85,ETH-PERPETUAL,142.83,buy,142.0,
11667746,ETH-14945800,1586131208355,1,142.85,ETH-PERPETUAL,142.83,buy,140.0,
11667747,ETH-14945801,1586131208355,1,142.85,ETH-PERPETUAL,142.83,buy,5.0,
11667748,ETH-14945802,1586131216615,0,142.9,ETH-PERPETUAL,142.88,buy,800.0,
11667749,ETH-14945803,1586131216615,1,142.9,ETH-PERPETUAL,142.88,buy,1910.0,
11667750,ETH-14945805,1586131221627,2,142.85,ETH-PERPETUAL,142.88,sell,100.0,
11667751,ETH-14945806,1586131221627,3,142.85,ETH-PERPETUAL,142.88,sell,1600.0,
11667752,ETH-14945807,1586131221627,3,142.85,ETH-PERPETUAL,142.88,sell,100.0,
11667753,ETH-14945808,1586131221627,3,142.85,ETH-PERPETUAL,142.88,sell,90.0,
11667754,ETH-14945809,1586131221627,3,142.85,ETH-PERPETUAL,142.88,sell,20.0,
11667755,ETH-14945810,1586131230805,2,142.75,ETH-PERPETUAL,142.79,sell,1.0,
11667756,ETH-14945811,1586131230805,3,142.75,ETH-PERPETUAL,142.79,sell,1.0,
11667757,ETH-14945812,1586131230805,3,142.75,ETH-PERPETUAL,142.79,sell,2.0,
11667758,ETH-14945813,1586131230805,3,142.75,ETH-PERPETUAL,142.79,sell,20.0,
11667759,ETH-14945814,1586131230805,3,142.75,ETH-PERPETUAL,142.79,sell,1600.0,
11667760,ETH-14945815,1586131230805,3,142.75,ETH-PERPETUAL,142.79,sell,2800.0,
11667761,ETH-14945816,1586131230805,2,142.7,ETH-PERPETUAL,142.79,sell,1.0,
11667762,ETH-14945817,1586131230805,3,142.7,ETH-PERPETUAL,142.79,sell,1.0,
11667763,ETH-14945818,1586131230805,3,142.7,ETH-PERPETUAL,142.79,sell,164.0,
11667764,ETH-14945819,1586131230805,3,142.7,ETH-PERPETUAL,142.79,sell,136.0,
11667765,ETH-14945820,1586131230805,2,142.65,ETH-PERPETUAL,142.79,sell,994.0,
11667766,ETH-14945821,1586131231056,0,142.75,ETH-PERPETUAL,142.79,buy,100.0,
11667767,ETH-14945823,1586131232330,1,142.75,ETH-PERPETUAL,142.79,sell,350.0,
11667768,ETH-14945825,1586131234196,0,142.8,ETH-PERPETUAL,142.81,buy,5291.0,
11667769,ETH-14945826,1586131234196,1,142.8,ETH-PERPETUAL,142.81,buy,3.0,
11667770,ETH-14945827,1586131234196,1,142.8,ETH-PERPETUAL,142.81,buy,137.0,
11667771,ETH-14945828,1586131234196,1,142.8,ETH-PERPETUAL,142.81,buy,3.0,
11667772,ETH-14945829,1586131239829,0,142.85,ETH-PERPETUAL,142.85,buy,157.0,
11667773,ETH-14945830,1586131239829,1,142.85,ETH-PERPETUAL,142.85,buy,2.0,
11667774,ETH-14945831,1586131239829,1,142.85,ETH-PERPETUAL,142.85,buy,1.0,
11667775,ETH-14945832,1586131239829,1,142.85,ETH-PERPETUAL,142.85,buy,4.0,
11667776,ETH-14945833,1586131250934,0,142.9,ETH-PERPETUAL,142.91,buy,1.0,
11667777,ETH-14945834,1586131250934,1,142.9,ETH-PERPETUAL,142.91,buy,1.0,
11667778,ETH-14945835,1586131259038,1,142.9,ETH-PERPETUAL,142.91,buy,1.0,
11667779,ETH-14945836,1586131259365,0,142.95,ETH-PERPETUAL,142.92,buy,1.0,
11667780,ETH-14945837,1586131259365,1,142.95,ETH-PERPETUAL,142.92,buy,1.0,
11667781,ETH-14945838,1586131271914,0,143.0,ETH-PERPETUAL,143.0,buy,1800.0,
11667782,ETH-14945839,1586131271914,1,143.0,ETH-PERPETUAL,143.0,buy,1.0,
11667783,ETH-14945840,1586131271914,1,143.0,ETH-PERPETUAL,143.0,buy,106.0,
11667784,ETH-14945841,1586131279336,1,143.0,ETH-PERPETUAL,143.01,buy,1.0,
11667785,ETH-14945842,1586131304281,0,143.05,ETH-PERPETUAL,143.06,buy,1.0,
11667786,ETH-14945843,1586131304281,1,143.05,ETH-PERPETUAL,143.06,buy,40.0,
11667787,ETH-14945844,1586131304281,1,143.05,ETH-PERPETUAL,143.06,buy,1.0,
11667788,ETH-14945845,1586131309588,1,143.05,ETH-PERPETUAL,143.03,sell,30.0,
11667789,ETH-14945847,1586131324202,2,143.0,ETH-PERPETUAL,143.0,sell,2.0,
11667790,ETH-14945848,1586131324202,3,143.0,ETH-PERPETUAL,143.0,sell,3.0,
11667791,ETH-14945849,1586131325332,2,142.95,ETH-PERPETUAL,142.98,sell,10.0,
11667792,ETH-14945850,1586131325332,3,142.95,ETH-PERPETUAL,142.98,sell,40.0,
11667793,ETH-14945851,1586131325647,2,142.9,ETH-PERPETUAL,142.98,sell,2159.0,
11667794,ETH-14945852,1586131336124,2,142.85,ETH-PERPETUAL,142.9,sell,4.0,
11667795,ETH-14945853,1586131336124,3,142.85,ETH-PERPETUAL,142.9,sell,6.0,
11667796,ETH-14945854,1586131336124,3,142.85,ETH-PERPETUAL,142.9,sell,170.0,
11667797,ETH-14945855,1586131352864,3,142.85,ETH-PERPETUAL,142.89,sell,117.0,
11667798,ETH-14945856,1586131392265,3,142.85,ETH-PERPETUAL,142.88,buy,1.0,
11667799,ETH-14945857,1586131392265,3,142.85,ETH-PERPETUAL,142.88,buy,54.0,
11667800,ETH-14945858,1586131490996,0,142.9,ETH-PERPETUAL,142.93,buy,50.0,
11667801,ETH-14945859,1586131520331,0,142.95,ETH-PERPETUAL,142.96,sell,20.0,
11667802,ETH-14945863,1586131554208,0,143.0,ETH-PERPETUAL,143.0,buy,10.0,
11667803,ETH-14945864,1586131578692,0,143.05,ETH-PERPETUAL,143.05,buy,10.0,
