trade_seq,trade_id,timestamp,tick_direction,price,instrument_name,index_price,direction,amount
11859342,ETH-15174890,1586649634018,3,158.55,ETH-PERPETUAL,158.6,buy,1.0
11859343,ETH-15174891,1586649634018,3,158.55,ETH-PERPETUAL,158.6,buy,1.0
11859344,ETH-15174892,1586649634018,3,158.55,ETH-PERPETUAL,158.6,buy,1.0
11859345,ETH-15174893,1586649639322,0,158.6,ETH-PERPETUAL,158.63,buy,118.0
11859346,ETH-15174894,1586649639322,1,158.6,ETH-PERPETUAL,158.63,buy,192.0
11859347,ETH-15174895,1586649660063,0,158.65,ETH-PERPETUAL,158.66,buy,1.0
11859348,ETH-15174896,1586649660063,1,158.65,ETH-PERPETUAL,158.66,buy,1.0
11859349,ETH-15174897,1586649660063,1,158.65,ETH-PERPETUAL,158.66,buy,200.0
11859350,ETH-15174898,1586649660063,0,158.75,ETH-PERPETUAL,158.66,buy,1708.0
11859351,ETH-15174899,1586649664180,2,158.65,ETH-PERPETUAL,158.69,sell,500.0
11859352,ETH-15174900,1586649664180,3,158.65,ETH-PERPETUAL,158.69,sell,1605.0
11859353,ETH-15174901,1586649664180,3,158.65,ETH-PERPETUAL,158.69,sell,5.0
11859354,ETH-15174902,1586649664180,3,158.65,ETH-PERPETUAL,158.69,sell,2.0
11859355,ETH-15174903,1586649664180,3,158.65,ETH-PERPETUAL,158.69,sell,21.0
11859356,ETH-15174904,1586649668580,3,158.65,ETH-PERPETUAL,158.69,buy,200.0
11859357,ETH-15174905,1586649679678,3,158.65,ETH-PERPETUAL,158.7,buy,901.0
11859358,ETH-15174906,1586649679680,3,158.65,ETH-PERPETUAL,158.7,buy,400.0
11859359,ETH-15174907,1586649679689,3,158.65,ETH-PERPETUAL,158.7,buy,100.0
11859360,ETH-15174908,1586649679723,3,158.65,ETH-PERPETUAL,158.7,buy,100.0
11859361,ETH-15174909,1586649679724,3,158.65,ETH-PERPETUAL,158.7,buy,100.0
11859362,ETH-15174910,1586649679726,3,158.65,ETH-PERPETUAL,158.7,buy,300.0
11859363,ETH-15174911,1586649682209,3,158.65,ETH-PERPETUAL,158.71,buy,1461.0
11859364,ETH-15174912,1586649709588,3,158.65,ETH-PERPETUAL,158.75,buy,100.0
11859365,ETH-15174913,1586649711483,3,158.65,ETH-PERPETUAL,158.75,buy,2495.0
11859366,ETH-15174915,1586649712890,3,158.65,ETH-PERPETUAL,158.75,buy,200.0
11859367,ETH-15174916,1586649712892,3,158.65,ETH-PERPETUAL,158.75,buy,100.0
11859368,ETH-15174917,1586649712893,3,158.65,ETH-PERPETUAL,158.75,buy,100.0
11859369,ETH-15174918,1586649712959,3,158.65,ETH-PERPETUAL,158.75,buy,400.0
11859370,ETH-15174919,1586649712959,3,158.65,ETH-PERPETUAL,158.75,buy,910.0
11859371,ETH-15174920,1586649712959,3,158.65,ETH-PERPETUAL,158.75,buy,1.0
11859372,ETH-15174922,1586649713561,0,158.75,ETH-PERPETUAL,158.75,buy,770.0
11859373,ETH-15174923,1586649713561,1,158.75,ETH-PERPETUAL,158.75,buy,1.0
11859374,ETH-15174924,1586649713561,1,158.75,ETH-PERPETUAL,158.75,buy,1.0
11859375,ETH-15174925,1586649713561,1,158.75,ETH-PERPETUAL,158.75,buy,2.0
11859376,ETH-15174926,1586649713807,0,158.8,ETH-PERPETUAL,158.78,buy,60.0
11859377,ETH-15174927,1586649713807,1,158.8,ETH-PERPETUAL,158.78,buy,770.0
11859378,ETH-15174928,1586649713807,1,158.8,ETH-PERPETUAL,158.78,buy,5.0
11859379,ETH-15174931,1586649713919,0,158.85,ETH-PERPETUAL,158.78,buy,100.0
11859380,ETH-15174932,1586649713921,1,158.85,ETH-PERPETUAL,158.78,buy,60.0
11859381,ETH-15174933,1586649713921,1,158.85,ETH-PERPETUAL,158.78,buy,140.0
11859382,ETH-15174934,1586649713932,1,158.85,ETH-PERPETUAL,158.78,buy,300.0
11859383,ETH-15174935,1586649713933,1,158.85,ETH-PERPETUAL,158.78,buy,100.0
11859384,ETH-15174936,1586649713947,1,158.85,ETH-PERPETUAL,158.78,buy,230.0
