trade_seq,trade_id,timestamp,tick_direction,price,instrument_name,index_price,direction,amount,liquidation
45576147,73148323,1587427203614,2,6832.5,BTC-PERPETUAL,6838.65,buy,10.0,
45576148,73148327,1587427203807,3,6832.5,BTC-PERPETUAL,6838.56,buy,120.0,
45576149,73148329,1587427203809,3,6832.5,BTC-PERPETUAL,6838.56,buy,110.0,
45576150,73148331,1587427203887,3,6832.5,BTC-PERPETUAL,6838.56,buy,190.0,
45576151,73148333,1587427206091,2,6832.0,BTC-PERPETUAL,6836.96,sell,2700.0,
45576152,73148334,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,460.0,
45576153,73148335,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,30.0,
45576154,73148336,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,10.0,
45576155,73148337,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,540.0,
45576156,73148338,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,10.0,
45576157,73148339,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,10.0,
45576158,73148340,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,350.0,
45576159,73148341,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,40.0,
45576160,73148342,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,40.0,
45576161,73148343,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,310.0,
45576162,73148344,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,90.0,
45576163,73148345,1587427206113,3,6832.0,BTC-PERPETUAL,6836.96,sell,400.0,
45576164,73148352,1587427218765,3,6832.0,BTC-PERPETUAL,6835.38,sell,100.0,
45576165,73148353,1587427218765,3,6832.0,BTC-PERPETUAL,6835.38,sell,10.0,
45576166,73148354,1587427218765,3,6832.0,BTC-PERPETUAL,6835.38,sell,10.0,
45576167,73148355,1587427218944,2,6831.5,BTC-PERPETUAL,6835.38,sell,80.0,
45576168,73148356,1587427218944,3,6831.5,BTC-PERPETUAL,6835.38,sell,970.0,
45576169,73148359,1587427224088,3,6831.5,BTC-PERPETUAL,6834.39,sell,2000.0,
45576170,73148360,1587427224089,3,6831.5,BTC-PERPETUAL,6834.39,sell,3700.0,
45576171,73148361,1587427224090,3,6831.5,BTC-PERPETUAL,6834.39,sell,1330.0,
45576172,73148362,1587427224092,3,6831.5,BTC-PERPETUAL,6834.39,sell,2000.0,
45576173,73148363,1587427224092,3,6831.5,BTC-PERPETUAL,6834.39,sell,60.0,
45576174,73148364,1587427224092,3,6831.5,BTC-PERPETUAL,6834.39,sell,10.0,
45576175,73148365,1587427224113,2,6831.0,BTC-PERPETUAL,6834.39,sell,770.0,
45576176,73148366,1587427224113,3,6831.0,BTC-PERPETUAL,6834.39,sell,40.0,
45576177,73148367,1587427224177,2,6830.5,BTC-PERPETUAL,6834.39,sell,280.0,
45576178,73148368,1587427224177,3,6830.5,BTC-PERPETUAL,6834.39,sell,50.0,
45576179,73148369,1587427224177,3,6830.5,BTC-PERPETUAL,6834.39,sell,100.0,
45576180,73148370,1587427224598,2,6830.0,BTC-PERPETUAL,6834.39,sell,10.0,
45576181,73148371,1587427224598,3,6830.0,BTC-PERPETUAL,6834.39,sell,340.0,
45576182,73148372,1587427224598,3,6830.0,BTC-PERPETUAL,6834.39,sell,10.0,
45576183,73148373,1587427224598,3,6830.0,BTC-PERPETUAL,6834.39,sell,10.0,
45576184,73148374,1587427224598,3,6830.0,BTC-PERPETUAL,6834.39,sell,10.0,
45576185,73148375,1587427224598,3,6830.0,BTC-PERPETUAL,6834.39,sell,10.0,
45576186,73148376,1587427224598,3,6830.0,BTC-PERPETUAL,6834.39,sell,10.0,
45576187,73148377,1587427226292,2,6829.5,BTC-PERPETUAL,6833.04,sell,770.0,
45576188,73148378,1587427226292,3,6829.5,BTC-PERPETUAL,6833.04,sell,160.0,
45576189,73148379,1587427226292,3,6829.5,BTC-PERPETUAL,6833.04,sell,250.0,
45576190,73148380,1587427226292,3,6829.5,BTC-PERPETUAL,6833.04,sell,200.0,
45576191,73148381,1587427226292,3,6829.5,BTC-PERPETUAL,6833.04,sell,100.0,
45576192,73148382,1587427226292,3,6829.5,BTC-PERPETUAL,6833.04,sell,30.0,
45576193,73148385,1587427226907,2,6828.5,BTC-PERPETUAL,6832.61,sell,250.0,
45576194,73148386,1587427227008,2,6828.0,BTC-PERPETUAL,6832.61,sell,10.0,
45576195,73148387,1587427227008,3,6828.0,BTC-PERPETUAL,6832.61,sell,40.0,
45576196,73148388,1587427227008,3,6828.0,BTC-PERPETUAL,6832.61,sell,40.0,
45576197,73148390,1587427227023,2,6827.5,BTC-PERPETUAL,6832.61,sell,50.0,
45576198,73148393,1587427227821,2,6827.0,BTC-PERPETUAL,6831.4,sell,110.0,
45576199,73148394,1587427227821,3,6827.0,BTC-PERPETUAL,6831.4,sell,390.0,
45576200,73148395,1587427227822,3,6827.0,BTC-PERPETUAL,6831.4,sell,60.0,
45576201,73148396,1587427227822,3,6827.0,BTC-PERPETUAL,6831.4,sell,100.0,
45576202,73148397,1587427227822,3,6827.0,BTC-PERPETUAL,6831.4,sell,20.0,
45576203,73148398,1587427227822,3,6827.0,BTC-PERPETUAL,6831.4,sell,70.0,
45576204,73148399,1587427229469,2,6826.5,BTC-PERPETUAL,6831.59,sell,280.0,
45576205,73148400,1587427229492,3,6826.5,BTC-PERPETUAL,6831.59,sell,450.0,
45576206,73148401,1587427229958,3,6826.5,BTC-PERPETUAL,6831.36,sell,40.0,
45576207,73148402,1587427229958,3,6826.5,BTC-PERPETUAL,6831.36,sell,70.0,
45576208,73148403,1587427229958,3,6826.5,BTC-PERPETUAL,6831.36,sell,500.0,
45576209,73148404,1587427229958,2,6826.0,BTC-PERPETUAL,6831.36,sell,300.0,
45576210,73148405,1587427229958,3,6826.0,BTC-PERPETUAL,6831.36,sell,40.0,
45576211,73148406,1587427229958,2,6825.5,BTC-PERPETUAL,6831.36,sell,420.0,
45576212,73148407,1587427229968,3,6825.5,BTC-PERPETUAL,6831.36,sell,390.0,
