trade_seq,trade_id,timestamp,tick_direction,price,instrument_name,index_price,direction,amount,liquidation
44722670,72014575,1586563203673,0,6870.0,BTC-PERPETUAL,6872.23,buy,20.0,
44722671,72014576,1586563203767,1,6870.0,BTC-PERPETUAL,6872.23,buy,10.0,
44722672,72014577,1586563204080,1,6870.0,BTC-PERPETUAL,6872.23,buy,280.0,
44722673,72014578,1586563208635,1,6870.0,BTC-PERPETUAL,6874.24,buy,1070.0,
44722674,72014579,1586563208635,1,6870.0,BTC-PERPETUAL,6874.24,buy,930.0,
44722675,72014580,1586563210667,1,6870.0,BTC-PERPETUAL,6874.19,buy,70.0,
44722676,72014587,1586563211978,1,6870.0,BTC-PERPETUAL,6874.27,buy,260.0,
44722677,72014588,1586563211978,1,6870.0,BTC-PERPETUAL,6874.27,buy,1000.0,
44722678,72014589,1586563211978,1,6870.0,BTC-PERPETUAL,6874.27,buy,260.0,
44722679,72014590,1586563211978,1,6870.0,BTC-PERPETUAL,6874.27,buy,470.0,
44722680,72014591,1586563211978,1,6870.0,BTC-PERPETUAL,6874.27,buy,200.0,
44722681,72014592,1586563211978,1,6870.0,BTC-PERPETUAL,6874.27,buy,210.0,
44722682,72014595,1586563215085,1,6870.0,BTC-PERPETUAL,6875.02,buy,10000.0,
44722683,72014596,1586563219386,1,6870.0,BTC-PERPETUAL,6875.76,buy,15200.0,
44722684,72014597,1586563219398,1,6870.0,BTC-PERPETUAL,6875.76,buy,8200.0,
44722685,72014598,1586563219399,1,6870.0,BTC-PERPETUAL,6875.76,buy,6390.0,
44722686,72014599,1586563219399,1,6870.0,BTC-PERPETUAL,6875.76,buy,470.0,
44722687,72014600,1586563219399,1,6870.0,BTC-PERPETUAL,6875.76,buy,1600.0,
44722688,72014601,1586563219870,0,6870.5,BTC-PERPETUAL,6876.08,buy,50.0,
44722689,72014602,1586563219870,1,6870.5,BTC-PERPETUAL,6876.08,buy,350.0,
44722690,72014603,1586563219870,1,6870.5,BTC-PERPETUAL,6876.08,buy,470.0,
44722691,72014604,1586563220031,0,6871.0,BTC-PERPETUAL,6876.08,buy,10.0,
44722692,72014605,1586563220031,1,6871.0,BTC-PERPETUAL,6876.08,buy,20.0,
44722693,72014606,1586563220031,1,6871.0,BTC-PERPETUAL,6876.08,buy,20.0,
44722694,72014607,1586563220031,1,6871.0,BTC-PERPETUAL,6876.08,buy,470.0,
44722695,72014608,1586563220357,0,6872.0,BTC-PERPETUAL,6876.08,buy,50.0,
44722696,72014612,1586563223666,1,6872.0,BTC-PERPETUAL,6876.97,buy,100.0,
44722697,72014613,1586563223666,1,6872.0,BTC-PERPETUAL,6876.97,buy,20.0,
44722698,72014614,1586563223666,1,6872.0,BTC-PERPETUAL,6876.97,buy,20.0,
44722699,72014615,1586563223666,1,6872.0,BTC-PERPETUAL,6876.97,buy,20.0,
44722700,72014616,1586563223666,1,6872.0,BTC-PERPETUAL,6876.97,buy,10.0,
44722701,72014617,1586563223666,1,6872.0,BTC-PERPETUAL,6876.97,buy,210.0,
44722702,72014618,1586563223690,1,6872.0,BTC-PERPETUAL,6876.97,buy,490.0,
44722703,72014619,1586563223690,1,6872.0,BTC-PERPETUAL,6876.97,buy,470.0,
44722704,72014620,1586563223846,0,6872.5,BTC-PERPETUAL,6876.97,buy,60.0,
44722705,72014621,1586563223846,1,6872.5,BTC-PERPETUAL,6876.97,buy,10.0,
44722706,72014622,1586563223846,1,6872.5,BTC-PERPETUAL,6876.97,buy,470.0,
44722707,72014623,1586563223846,0,6873.0,BTC-PERPETUAL,6876.97,buy,60.0,
44722708,72014624,1586563223846,1,6873.0,BTC-PERPETUAL,6876.97,buy,110.0,
44722709,72014625,1586563223846,0,6873.5,BTC-PERPETUAL,6876.97,buy,40.0,
44722710,72014626,1586563223846,1,6873.5,BTC-PERPETUAL,6876.97,buy,170.0,
44722711,72014628,1586563225496,1,6873.5,BTC-PERPETUAL,6877.5,buy,250.0,
44722712,72014629,1586563225498,1,6873.5,BTC-PERPETUAL,6877.5,buy,50.0,
44722713,72014630,1586563225498,1,6873.5,BTC-PERPETUAL,6877.5,buy,470.0,
44722714,72014631,1586563225498,1,6873.5,BTC-PERPETUAL,6877.5,buy,20.0,
44722715,72014632,1586563225508,0,6874.0,BTC-PERPETUAL,6879.06,buy,420.0,
44722716,72014633,1586563225508,1,6874.0,BTC-PERPETUAL,6879.06,buy,420.0,
44722717,72014634,1586563225508,1,6874.0,BTC-PERPETUAL,6879.06,buy,40.0,
44722718,72014635,1586563225508,1,6874.0,BTC-PERPETUAL,6879.06,buy,20.0,
44722719,72014636,1586563225508,1,6874.0,BTC-PERPETUAL,6879.06,buy,20.0,
44722720,72014637,1586563225508,1,6874.0,BTC-PERPETUAL,6879.06,buy,60.0,
44722721,72014638,1586563225508,1,6874.0,BTC-PERPETUAL,6879.06,buy,370.0,
44722722,72014639,1586563225508,1,6874.0,BTC-PERPETUAL,6879.06,buy,250.0,
44722723,72014640,1586563225530,0,6874.5,BTC-PERPETUAL,6879.06,buy,30.0,
44722724,72014641,1586563225530,1,6874.5,BTC-PERPETUAL,6879.06,buy,30.0,
44722725,72014642,1586563225530,1,6874.5,BTC-PERPETUAL,6879.06,buy,60.0,
44722726,72014643,1586563225530,1,6874.5,BTC-PERPETUAL,6879.06,buy,10.0,
44722727,72014644,1586563225530,1,6874.5,BTC-PERPETUAL,6879.06,buy,250.0,
44722728,72014645,1586563225530,0,6875.0,BTC-PERPETUAL,6879.06,buy,10.0,
44722729,72014646,1586563225530,1,6875.0,BTC-PERPETUAL,6879.06,buy,110.0,
44722730,72014647,1586563225530,1,6875.0,BTC-PERPETUAL,6879.06,buy,110.0,
44722731,72014648,1586563225530,1,6875.0,BTC-PERPETUAL,6879.06,buy,10.0,
44722732,72014649,1586563225530,1,6875.0,BTC-PERPETUAL,6879.06,buy,10.0,
44722733,72014650,1586563225530,1,6875.0,BTC-PERPETUAL,6879.06,buy,10.0,
44722734,72014651,1586563225530,1,6875.0,BTC-PERPETUAL,6879.06,buy,10.0,
44722735,72014652,1586563225530,1,6875.0,BTC-PERPETUAL,6879.06,buy,3350.0,
44722736,72014653,1586563226958,1,6875.0,BTC-PERPETUAL,6879.74,buy,5810.0,
44722737,72014654,1586563227121,1,6875.0,BTC-PERPETUAL,6879.74,buy,1130.0,
44722738,72014655,1586563227199,1,6875.0,BTC-PERPETUAL,6879.74,buy,2200.0,
44722739,72014656,1586563227202,1,6875.0,BTC-PERPETUAL,6879.74,buy,4750.0,
44722740,72014657,1586563227203,1,6875.0,BTC-PERPETUAL,6879.74,buy,6130.0,
44722741,72014658,1586563227204,1,6875.0,BTC-PERPETUAL,6879.74,buy,1500.0,
44722742,72014659,1586563227205,1,6875.0,BTC-PERPETUAL,6879.74,buy,3830.0,
44722743,72014660,1586563227205,1,6875.0,BTC-PERPETUAL,6879.74,buy,940.0,
44722744,72014661,1586563227205,1,6875.0,BTC-PERPETUAL,6879.74,buy,470.0,
44722745,72014662,1586563227205,1,6875.0,BTC-PERPETUAL,6879.74,buy,250.0,
44722746,72014663,1586563227208,0,6875.5,BTC-PERPETUAL,6879.74,buy,80.0,
44722747,72014664,1586563227208,1,6875.5,BTC-PERPETUAL,6879.74,buy,60.0,
44722748,72014665,1586563227208,1,6875.5,BTC-PERPETUAL,6879.74,buy,370.0,
44722749,72014666,1586563227208,1,6875.5,BTC-PERPETUAL,6879.74,buy,8000.0,
44722750,72014667,1586563227214,0,6876.0,BTC-PERPETUAL,6879.74,buy,20.0,
44722751,72014668,1586563227214,1,6876.0,BTC-PERPETUAL,6879.74,buy,20.0,
44722752,72014670,1586563227219,0,6876.5,BTC-PERPETUAL,6879.74,buy,10.0,
44722753,72014671,1586563227219,1,6876.5,BTC-PERPETUAL,6879.74,buy,10.0,
44722754,72014677,1586563227493,0,6877.0,BTC-PERPETUAL,6879.74,buy,30.0,
44722755,72014678,1586563227493,1,6877.0,BTC-PERPETUAL,6879.74,buy,30.0,
44722756,72014679,1586563227493,0,6877.5,BTC-PERPETUAL,6879.74,buy,360.0,
44722757,72014680,1586563227493,1,6877.5,BTC-PERPETUAL,6879.74,buy,500.0,
44722758,72014681,1586563227493,1,6877.5,BTC-PERPETUAL,6879.74,buy,100.0,
44722759,72014682,1586563231204,0,6878.0,BTC-PERPETUAL,6882.17,buy,60.0,
44722760,72014683,1586563231204,1,6878.0,BTC-PERPETUAL,6882.17,buy,20.0,
44722761,72014684,1586563231204,1,6878.0,BTC-PERPETUAL,6882.17,buy,20.0,
44722762,72014685,1586563231204,1,6878.0,BTC-PERPETUAL,6882.17,buy,20.0,
44722763,72014686,1586563231204,1,6878.0,BTC-PERPETUAL,6882.17,buy,10.0,
44722764,72014687,1586563231204,1,6878.0,BTC-PERPETUAL,6882.17,buy,250.0,
44722765,72014688,1586563231204,1,6878.0,BTC-PERPETUAL,6882.17,buy,10.0,
44722766,72014689,1586563231204,0,6878.5,BTC-PERPETUAL,6882.17,buy,300.0,
44722767,72014690,1586563231204,1,6878.5,BTC-PERPETUAL,6882.17,buy,60.0,
44722768,72014691,1586563231204,1,6878.5,BTC-PERPETUAL,6882.17,buy,1750.0,
44722769,72014693,1586563231594,1,6878.5,BTC-PERPETUAL,6882.51,buy,870.0,
44722770,72014694,1586563231672,0,6879.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722771,72014695,1586563231672,1,6879.0,BTC-PERPETUAL,6882.51,buy,40.0,
44722772,72014696,1586563231672,1,6879.0,BTC-PERPETUAL,6882.51,buy,15160.0,
44722773,72014697,1586563231676,1,6879.0,BTC-PERPETUAL,6882.51,buy,5430.0,
44722774,72014698,1586563231678,1,6879.0,BTC-PERPETUAL,6882.51,buy,2770.0,
44722775,72014699,1586563231680,1,6879.0,BTC-PERPETUAL,6882.51,buy,1770.0,
44722776,72014700,1586563231682,1,6879.0,BTC-PERPETUAL,6882.51,buy,2550.0,
44722777,72014701,1586563231683,1,6879.0,BTC-PERPETUAL,6882.51,buy,1350.0,
44722778,72014702,1586563231694,1,6879.0,BTC-PERPETUAL,6882.51,buy,610.0,
44722779,72014703,1586563231732,0,6880.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722780,72014704,1586563231732,1,6880.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722781,72014705,1586563231732,1,6880.0,BTC-PERPETUAL,6882.51,buy,150.0,
44722782,72014706,1586563231732,1,6880.0,BTC-PERPETUAL,6882.51,buy,200.0,
44722783,72014707,1586563231732,1,6880.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722784,72014708,1586563231732,0,6880.5,BTC-PERPETUAL,6882.51,buy,10.0,
44722785,72014709,1586563231761,1,6880.5,BTC-PERPETUAL,6882.51,buy,50.0,
44722786,72014710,1586563231761,1,6880.5,BTC-PERPETUAL,6882.51,buy,360.0,
44722787,72014711,1586563231762,0,6881.0,BTC-PERPETUAL,6882.51,buy,60.0,
44722788,72014712,1586563231762,1,6881.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722789,72014713,1586563231762,1,6881.0,BTC-PERPETUAL,6882.51,buy,1900.0,
44722790,72014714,1586563231764,1,6881.0,BTC-PERPETUAL,6882.51,buy,100.0,
44722791,72014715,1586563231764,0,6881.5,BTC-PERPETUAL,6882.51,buy,600.0,
44722792,72014716,1586563231773,0,6882.0,BTC-PERPETUAL,6882.51,buy,140.0,
44722793,72014717,1586563231773,1,6882.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722794,72014718,1586563231773,1,6882.0,BTC-PERPETUAL,6882.51,buy,30.0,
44722795,72014719,1586563231773,1,6882.0,BTC-PERPETUAL,6882.51,buy,300.0,
44722796,72014720,1586563231773,0,6882.5,BTC-PERPETUAL,6882.51,buy,260.0,
44722797,72014721,1586563231773,1,6882.5,BTC-PERPETUAL,6882.51,buy,20.0,
44722798,72014722,1586563231773,1,6882.5,BTC-PERPETUAL,6882.51,buy,110.0,
44722799,72014724,1586563231861,1,6882.5,BTC-PERPETUAL,6882.51,buy,40.0,
44722800,72014725,1586563231861,1,6882.5,BTC-PERPETUAL,6882.51,buy,370.0,
44722801,72014726,1586563231861,1,6882.5,BTC-PERPETUAL,6882.51,buy,40.0,
44722802,72014727,1586563231928,0,6883.0,BTC-PERPETUAL,6882.51,buy,590.0,
44722803,72014728,1586563231974,1,6883.0,BTC-PERPETUAL,6882.51,buy,20.0,
44722804,72014729,1586563232210,1,6883.0,BTC-PERPETUAL,6882.51,buy,160.0,
44722805,72014730,1586563232210,1,6883.0,BTC-PERPETUAL,6882.51,buy,50.0,
44722806,72014731,1586563232210,1,6883.0,BTC-PERPETUAL,6882.51,buy,40.0,
44722807,72014732,1586563232210,1,6883.0,BTC-PERPETUAL,6882.51,buy,110.0,
44722808,72014733,1586563232210,1,6883.0,BTC-PERPETUAL,6882.51,buy,470.0,
44722809,72014734,1586563232210,1,6883.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722810,72014735,1586563232218,0,6883.5,BTC-PERPETUAL,6882.51,buy,50.0,
44722811,72014736,1586563232218,1,6883.5,BTC-PERPETUAL,6882.51,buy,10.0,
44722812,72014737,1586563232218,1,6883.5,BTC-PERPETUAL,6882.51,buy,60.0,
44722813,72014738,1586563232218,1,6883.5,BTC-PERPETUAL,6882.51,buy,270.0,
44722814,72014739,1586563232218,1,6883.5,BTC-PERPETUAL,6882.51,buy,1130.0,
44722815,72014740,1586563232218,1,6883.5,BTC-PERPETUAL,6882.51,buy,1050.0,
44722816,72014742,1586563232224,0,6884.0,BTC-PERPETUAL,6882.51,buy,360.0,
44722817,72014743,1586563232224,1,6884.0,BTC-PERPETUAL,6882.51,buy,210.0,
44722818,72014744,1586563232224,1,6884.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722819,72014745,1586563232224,1,6884.0,BTC-PERPETUAL,6882.51,buy,520.0,
44722820,72014746,1586563232224,1,6884.0,BTC-PERPETUAL,6882.51,buy,780.0,
44722821,72014747,1586563232224,1,6884.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722822,72014748,1586563232230,0,6885.0,BTC-PERPETUAL,6882.51,buy,210.0,
44722823,72014749,1586563232230,1,6885.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722824,72014750,1586563232230,1,6885.0,BTC-PERPETUAL,6882.51,buy,150.0,
44722825,72014751,1586563232230,1,6885.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722826,72014752,1586563232230,1,6885.0,BTC-PERPETUAL,6882.51,buy,110.0,
44722827,72014753,1586563232230,1,6885.0,BTC-PERPETUAL,6882.51,buy,110.0,
44722828,72014754,1586563232230,1,6885.0,BTC-PERPETUAL,6882.51,buy,110.0,
44722829,72014755,1586563232230,1,6885.0,BTC-PERPETUAL,6882.51,buy,10.0,
44722830,72014756,1586563232230,1,6885.0,BTC-PERPETUAL,6882.51,buy,500.0,
44722831,72014757,1586563232237,0,6885.5,BTC-PERPETUAL,6882.51,buy,210.0,
44722832,72014758,1586563232237,1,6885.5,BTC-PERPETUAL,6882.51,buy,10.0,
44722833,72014759,1586563232237,1,6885.5,BTC-PERPETUAL,6882.51,buy,70.0,
44722834,72014760,1586563232237,1,6885.5,BTC-PERPETUAL,6882.51,buy,500.0,
44722835,72014761,1586563233661,0,6886.0,BTC-PERPETUAL,6886.43,buy,70.0,
44722836,72014762,1586563233661,1,6886.0,BTC-PERPETUAL,6886.43,buy,330.0,
44722837,72014769,1586563234020,0,6886.5,BTC-PERPETUAL,6886.43,buy,50.0,
44722838,72014770,1586563234020,1,6886.5,BTC-PERPETUAL,6886.43,buy,10.0,
44722839,72014771,1586563234020,1,6886.5,BTC-PERPETUAL,6886.43,buy,40.0,
44722840,72014772,1586563234020,1,6886.5,BTC-PERPETUAL,6886.43,buy,10.0,
44722841,72014775,1586563234028,0,6887.0,BTC-PERPETUAL,6886.43,buy,10.0,
44722842,72014776,1586563234028,1,6887.0,BTC-PERPETUAL,6886.43,buy,10.0,
44722843,72014777,1586563234032,0,6887.5,BTC-PERPETUAL,6886.43,buy,10.0,
44722844,72014778,1586563234032,1,6887.5,BTC-PERPETUAL,6886.43,buy,1580.0,
44722845,72014779,1586563234034,1,6887.5,BTC-PERPETUAL,6886.43,buy,6750.0,
