amount,direction,index_price,instrument_name,price,tick_direction,timestamp,trade_id,trade_seq
10.0,sell,3700.21,BTC-PERPETUAL,3704.5,3,1546303935043,13853736,2382890
60.0,sell,3700.21,BTC-PERPETUAL,3704.0,2,1546303935043,13853737,2382891
3330.0,sell,3700.21,BTC-PERPETUAL,3703.5,2,1546303935043,13853738,2382892
250.0,sell,3700.21,BTC-PERPETUAL,3705.0,0,1546303936818,13853739,2382893
1860.0,sell,3700.21,BTC-PERPETUAL,3704.5,2,1546303936818,13853740,2382894
390.0,sell,3700.21,BTC-PERPETUAL,3704.5,3,1546303936818,13853741,2382895
250.0,sell,3700.37,BTC-PERPETUAL,3705.0,0,1546303962123,13853752,2382896
1750.0,sell,3700.37,BTC-PERPETUAL,3705.0,1,1546303962123,13853753,2382897
80.0,sell,3699.47,BTC-PERPETUAL,3704.0,2,1546304001296,13853754,2382898
200.0,sell,3699.47,BTC-PERPETUAL,3704.0,3,1546304001296,13853755,2382899
250.0,sell,3699.47,BTC-PERPETUAL,3704.0,3,1546304001296,13853756,2382900
470.0,sell,3699.47,BTC-PERPETUAL,3703.5,2,1546304001296,13853757,2382901
3240.0,sell,3699.5,BTC-PERPETUAL,3703.5,3,1546304003917,13853758,2382902
1860.0,sell,3699.5,BTC-PERPETUAL,3703.5,3,1546304003917,13853759,2382903
180.0,sell,3699.5,BTC-PERPETUAL,3703.5,3,1546304003917,13853760,2382904
200.0,sell,3699.5,BTC-PERPETUAL,3703.5,3,1546304003917,13853761,2382905
4510.0,sell,3699.5,BTC-PERPETUAL,3703.5,3,1546304003917,13853762,2382906
950.0,sell,3699.35,BTC-PERPETUAL,3703.5,3,1546304017774,13853763,2382907
250.0,sell,3699.35,BTC-PERPETUAL,3703.5,3,1546304017774,13853764,2382908
50.0,sell,3699.35,BTC-PERPETUAL,3703.5,3,1546304017774,13853765,2382909
150.0,sell,3699.43,BTC-PERPETUAL,3703.5,3,1546304023385,13853770,2382910
1270.0,sell,3699.43,BTC-PERPETUAL,3703.5,3,1546304023385,13853771,2382911
290.0,sell,3699.41,BTC-PERPETUAL,3703.5,3,1546304024711,13853772,2382912
300.0,sell,3698.75,BTC-PERPETUAL,3703.5,3,1546304032283,13853773,2382913
3710.0,sell,3698.75,BTC-PERPETUAL,3703.5,3,1546304032283,13853774,2382914
250.0,sell,3698.75,BTC-PERPETUAL,3703.5,3,1546304032283,13853775,2382915
740.0,sell,3698.75,BTC-PERPETUAL,3703.0,2,1546304032283,13853776,2382916
1800.0,sell,3698.39,BTC-PERPETUAL,3703.0,3,1546304036567,13853777,2382917
60.0,sell,3698.39,BTC-PERPETUAL,3703.0,3,1546304036567,13853778,2382918
640.0,sell,3698.39,BTC-PERPETUAL,3703.0,3,1546304036567,13853779,2382919
1510.0,sell,3698.39,BTC-PERPETUAL,3703.0,3,1546304042669,13853780,2382920
100.0,sell,3698.79,BTC-PERPETUAL,3703.0,3,1546304048513,13853781,2382921
520.0,sell,3698.6,BTC-PERPETUAL,3703.0,3,1546304051249,13853782,2382922
210.0,sell,3698.6,BTC-PERPETUAL,3703.0,3,1546304051928,13853783,2382923
100.0,sell,3698.6,BTC-PERPETUAL,3703.0,3,1546304052946,13853784,2382924
1000.0,sell,3698.6,BTC-PERPETUAL,3703.0,3,1546304055815,13853786,2382925
1960.0,sell,3699.08,BTC-PERPETUAL,3703.0,3,1546304064046,13853788,2382926
1370.0,sell,3699.1,BTC-PERPETUAL,3703.0,3,1546304073617,13853789,2382927
100.0,sell,3699.1,BTC-PERPETUAL,3703.0,3,1546304073617,13853790,2382928
80.0,sell,3699.1,BTC-PERPETUAL,3703.0,3,1546304073617,13853791,2382929
100.0,sell,3699.07,BTC-PERPETUAL,3703.0,3,1546304076340,13853792,2382930
80.0,sell,3699.07,BTC-PERPETUAL,3703.0,3,1546304081764,13853793,2382931
100.0,sell,3699.07,BTC-PERPETUAL,3703.0,3,1546304081764,13853794,2382932
1790.0,sell,3699.07,BTC-PERPETUAL,3703.0,3,1546304081772,13853795,2382933
70.0,sell,3699.04,BTC-PERPETUAL,3703.0,3,1546304089868,13853796,2382934
100.0,sell,3699.04,BTC-PERPETUAL,3703.0,3,1546304089868,13853797,2382935
1740.0,sell,3699.17,BTC-PERPETUAL,3703.0,3,1546304109325,13853801,2382936
200.0,sell,3699.17,BTC-PERPETUAL,3703.0,3,1546304109332,13853802,2382937
100.0,sell,3699.16,BTC-PERPETUAL,3703.0,3,1546304112251,13853803,2382938
570.0,sell,3699.16,BTC-PERPETUAL,3703.0,3,1546304118338,13853805,2382939
80.0,sell,3699.16,BTC-PERPETUAL,3703.0,3,1546304119037,13853806,2382940
920.0,sell,3699.16,BTC-PERPETUAL,3703.0,3,1546304120813,13853807,2382941
190.0,sell,3699.16,BTC-PERPETUAL,3703.0,3,1546304120813,13853808,2382942
370.0,sell,3699.16,BTC-PERPETUAL,3703.0,3,1546304120819,13853809,2382943
100.0,sell,3698.87,BTC-PERPETUAL,3702.0,2,1546304142037,13853812,2382944
80.0,sell,3698.87,BTC-PERPETUAL,3702.0,3,1546304142037,13853813,2382945
180.0,sell,3698.87,BTC-PERPETUAL,3701.5,2,1546304142037,13853814,2382946
180.0,sell,3698.87,BTC-PERPETUAL,3701.5,3,1546304142037,13853815,2382947
4460.0,sell,3698.87,BTC-PERPETUAL,3701.5,3,1546304142037,13853816,2382948
2020.0,sell,3698.87,BTC-PERPETUAL,3701.5,3,1546304142760,13853817,2382949
1860.0,sell,3698.09,BTC-PERPETUAL,3701.5,3,1546304156989,13853818,2382950
3710.0,sell,3698.09,BTC-PERPETUAL,3701.5,3,1546304156989,13853819,2382951
1930.0,sell,3698.09,BTC-PERPETUAL,3701.5,3,1546304156989,13853820,2382952
100.0,sell,3698.15,BTC-PERPETUAL,3701.5,3,1546304179336,13853830,2382953
1860.0,sell,3698.15,BTC-PERPETUAL,3701.5,3,1546304179336,13853831,2382954
1740.0,sell,3698.15,BTC-PERPETUAL,3701.5,3,1546304179336,13853832,2382955
10.0,sell,3698.35,BTC-PERPETUAL,3701.0,2,1546304181370,13853833,2382956
20.0,sell,3698.35,BTC-PERPETUAL,3701.0,3,1546304181370,13853834,2382957
70.0,sell,3698.35,BTC-PERPETUAL,3700.5,2,1546304181370,13853835,2382958
500.0,sell,3696.85,BTC-PERPETUAL,3700.5,3,1546304277425,13853848,2382959
430.0,sell,3696.22,BTC-PERPETUAL,3700.5,3,1546304284420,13853849,2382960
400.0,sell,3696.22,BTC-PERPETUAL,3700.5,3,1546304284420,13853850,2382961
170.0,sell,3696.22,BTC-PERPETUAL,3700.0,2,1546304284420,13853851,2382962
1000.0,buy,3696.22,BTC-PERPETUAL,3700.5,0,1546304284551,13853852,2382963
830.0,sell,3694.9,BTC-PERPETUAL,3700.0,2,1546304290361,13853854,2382964
130.0,sell,3694.9,BTC-PERPETUAL,3700.0,3,1546304290361,13853855,2382965
490.0,sell,3694.9,BTC-PERPETUAL,3700.0,3,1546304290361,13853856,2382966
100.0,sell,3695.06,BTC-PERPETUAL,3700.0,3,1546304292171,13853857,2382967
100.0,sell,3695.06,BTC-PERPETUAL,3700.0,3,1546304293718,13853858,2382968
500.0,sell,3694.9,BTC-PERPETUAL,3700.0,3,1546304296689,13853859,2382969
100.0,sell,3694.9,BTC-PERPETUAL,3700.0,3,1546304302243,13853871,2382970
150.0,sell,3694.9,BTC-PERPETUAL,3699.5,2,1546304302243,13853872,2382971
170.0,sell,3694.9,BTC-PERPETUAL,3699.5,3,1546304302391,13853875,2382972
10.0,sell,3694.9,BTC-PERPETUAL,3699.0,2,1546304302391,13853876,2382973
70.0,sell,3694.9,BTC-PERPETUAL,3699.0,3,1546304302391,13853877,2382974
3960.0,buy,3694.9,BTC-PERPETUAL,3699.5,0,1546304302553,13853878,2382975
20.0,sell,3694.9,BTC-PERPETUAL,3699.0,2,1546304303156,13853879,2382976
1590.0,sell,3694.9,BTC-PERPETUAL,3699.0,3,1546304303156,13853880,2382977
500.0,sell,3694.9,BTC-PERPETUAL,3698.5,2,1546304303583,13853881,2382978
500.0,sell,3694.9,BTC-PERPETUAL,3698.5,3,1546304304458,13853882,2382979
170.0,sell,3694.53,BTC-PERPETUAL,3698.0,2,1546304307524,13853893,2382980
1680.0,sell,3694.38,BTC-PERPETUAL,3698.0,3,1546304308396,13853901,2382981
30.0,sell,3694.38,BTC-PERPETUAL,3698.0,3,1546304308396,13853902,2382982
3670.0,sell,3693.69,BTC-PERPETUAL,3698.0,3,1546304311643,13853922,2382983
1850.0,sell,3693.69,BTC-PERPETUAL,3698.0,3,1546304311643,13853923,2382984
10.0,sell,3693.69,BTC-PERPETUAL,3697.0,2,1546304311643,13853924,2382985
4470.0,sell,3693.69,BTC-PERPETUAL,3697.0,3,1546304311643,13853925,2382986
2790.0,sell,3693.69,BTC-PERPETUAL,3697.0,3,1546304311646,13853926,2382987
70.0,sell,3693.36,BTC-PERPETUAL,3697.0,3,1546304314094,13853927,2382988
250.0,sell,3693.36,BTC-PERPETUAL,3697.0,3,1546304314094,13853928,2382989
100.0,sell,3692.54,BTC-PERPETUAL,3697.0,3,1546304316456,13853929,2382990
1800.0,sell,3691.85,BTC-PERPETUAL,3697.0,3,1546304317956,13853930,2382991
100.0,sell,3691.85,BTC-PERPETUAL,3697.0,3,1546304319345,13853931,2382992
1980.0,sell,3692.62,BTC-PERPETUAL,3696.5,2,1546304330605,13853936,2382993
10.0,sell,3691.72,BTC-PERPETUAL,3696.5,3,1546304333529,13853937,2382994
30.0,sell,3692.32,BTC-PERPETUAL,3696.5,3,1546304336843,13853938,2382995
100.0,buy,3693.6,BTC-PERPETUAL,3696.5,3,1546304387287,13853950,2382996
400.0,buy,3693.81,BTC-PERPETUAL,3696.5,3,1546304430509,13853959,2382997
500.0,buy,3693.81,BTC-PERPETUAL,3696.5,3,1546304430509,13853960,2382998
180.0,buy,3693.81,BTC-PERPETUAL,3696.5,3,1546304430509,13853961,2382999
180.0,buy,3693.81,BTC-PERPETUAL,3696.5,3,1546304430509,13853962,2383000
180.0,buy,3693.81,BTC-PERPETUAL,3696.5,3,1546304430509,13853963,2383001
20.0,buy,3693.81,BTC-PERPETUAL,3696.5,3,1546304430509,13853964,2383002
2000.0,buy,3693.81,BTC-PERPETUAL,3697.0,0,1546304430509,13853965,2383003
1980.0,buy,3693.81,BTC-PERPETUAL,3699.0,0,1546304430509,13853966,2383004
920.0,sell,3694.07,BTC-PERPETUAL,3697.0,2,1546304433841,13853970,2383005
250.0,buy,3693.77,BTC-PERPETUAL,3697.5,0,1546304524962,13853973,2383006
100.0,sell,3692.84,BTC-PERPETUAL,3697.0,2,1546304581522,13854000,2383007
1840.0,sell,3692.68,BTC-PERPETUAL,3697.0,3,1546304584512,13854001,2383008
930.0,sell,3692.68,BTC-PERPETUAL,3697.0,3,1546304586733,13854002,2383009
920.0,sell,3692.68,BTC-PERPETUAL,3697.0,3,1546304586738,13854003,2383010
120.0,sell,3691.72,BTC-PERPETUAL,3697.0,3,1546304606897,13854006,2383011
50.0,sell,3691.72,BTC-PERPETUAL,3697.0,3,1546304606938,13854007,2383012
80.0,sell,3691.42,BTC-PERPETUAL,3697.0,3,1546304616003,13854009,2383013
100.0,sell,3691.42,BTC-PERPETUAL,3697.0,3,1546304616003,13854010,2383014
150.0,sell,3691.42,BTC-PERPETUAL,3697.0,3,1546304616011,13854011,2383015
250.0,sell,3691.33,BTC-PERPETUAL,3696.5,2,1546304642654,13854013,2383016
200.0,sell,3691.33,BTC-PERPETUAL,3696.5,3,1546304642654,13854014,2383017
100.0,sell,3691.33,BTC-PERPETUAL,3696.0,2,1546304642654,13854015,2383018
10.0,sell,3691.33,BTC-PERPETUAL,3696.0,3,1546304642654,13854016,2383019
5000.0,sell,3691.33,BTC-PERPETUAL,3695.5,2,1546304642654,13854017,2383020
5000.0,sell,3691.33,BTC-PERPETUAL,3695.5,3,1546304642654,13854018,2383021
5000.0,sell,3691.33,BTC-PERPETUAL,3695.5,3,1546304642654,13854019,2383022
410.0,sell,3691.33,BTC-PERPETUAL,3695.5,3,1546304642654,13854020,2383023
10.0,sell,3691.68,BTC-PERPETUAL,3695.0,2,1546304669386,13854022,2383024
10.0,sell,3691.68,BTC-PERPETUAL,3695.0,3,1546304669386,13854023,2383025
100.0,sell,3691.68,BTC-PERPETUAL,3695.0,3,1546304669386,13854024,2383026
20.0,sell,3691.68,BTC-PERPETUAL,3695.0,3,1546304669386,13854025,2383027
250.0,sell,3691.68,BTC-PERPETUAL,3695.0,3,1546304669386,13854026,2383028
90.0,sell,3691.68,BTC-PERPETUAL,3695.0,3,1546304669386,13854027,2383029
770.0,sell,3691.68,BTC-PERPETUAL,3695.0,3,1546304669386,13854028,2383030
20.0,sell,3691.68,BTC-PERPETUAL,3694.0,2,1546304676303,13854029,2383031
80.0,sell,3691.83,BTC-PERPETUAL,3694.0,3,1546304755285,13854035,2383032
1940.0,sell,3691.83,BTC-PERPETUAL,3694.0,3,1546304755285,13854036,2383033
1670.0,sell,3691.72,BTC-PERPETUAL,3694.0,3,1546304763197,13854037,2383034
120.0,sell,3691.72,BTC-PERPETUAL,3694.0,3,1546304763202,13854038,2383035
210.0,sell,3691.95,BTC-PERPETUAL,3694.0,3,1546304768403,13854039,2383036
2790.0,sell,3691.95,BTC-PERPETUAL,3694.0,3,1546304768403,13854040,2383037
680.0,sell,3691.85,BTC-PERPETUAL,3694.0,3,1546304805645,13854042,2383038
1020.0,sell,3691.68,BTC-PERPETUAL,3694.0,3,1546304807005,13854043,2383039
200.0,sell,3691.68,BTC-PERPETUAL,3694.0,3,1546304813364,13854044,2383040
830.0,sell,3691.68,BTC-PERPETUAL,3694.0,3,1546304813370,13854045,2383041
100.0,sell,3691.68,BTC-PERPETUAL,3694.0,3,1546304813370,13854046,2383042
290.0,sell,3691.68,BTC-PERPETUAL,3694.0,3,1546304813370,13854047,2383043
450.0,sell,3691.68,BTC-PERPETUAL,3694.0,3,1546304817505,13854048,2383044
1290.0,sell,3691.68,BTC-PERPETUAL,3694.0,3,1546304817511,13854049,2383045
1330.0,sell,3691.68,BTC-PERPETUAL,3694.0,3,1546304826717,13854051,2383046
1250.0,sell,3692.16,BTC-PERPETUAL,3694.0,3,1546304837061,13854052,2383047
480.0,sell,3692.16,BTC-PERPETUAL,3694.0,3,1546304837061,13854053,2383048
130.0,sell,3692.16,BTC-PERPETUAL,3694.0,3,1546304839274,13854054,2383049
180.0,sell,3692.16,BTC-PERPETUAL,3694.0,3,1546304842977,13854060,2383050
320.0,sell,3692.16,BTC-PERPETUAL,3694.0,3,1546304846220,13854061,2383051
1330.0,sell,3692.16,BTC-PERPETUAL,3694.0,3,1546304846228,13854062,2383052
2500.0,sell,3692.16,BTC-PERPETUAL,3694.0,3,1546304846551,13854063,2383053
1630.0,sell,3692.16,BTC-PERPETUAL,3694.0,3,1546304854868,13854064,2383054
730.0,sell,3691.39,BTC-PERPETUAL,3694.0,3,1546304864021,13854065,2383055
1320.0,sell,3691.39,BTC-PERPETUAL,3694.0,3,1546304864055,13854066,2383056
10.0,sell,3691.39,BTC-PERPETUAL,3694.0,3,1546304869212,13854067,2383057
240.0,sell,3691.39,BTC-PERPETUAL,3694.0,3,1546304869221,13854068,2383058
1130.0,sell,3691.39,BTC-PERPETUAL,3694.0,3,1546304874685,13854070,2383059
900.0,sell,3691.39,BTC-PERPETUAL,3694.0,3,1546304874685,13854071,2383060
20.0,sell,3691.39,BTC-PERPETUAL,3694.0,3,1546304874691,13854072,2383061
100.0,sell,3690.85,BTC-PERPETUAL,3693.5,2,1546304881956,13854073,2383062
1750.0,sell,3690.85,BTC-PERPETUAL,3693.5,3,1546304883276,13854074,2383063
380.0,sell,3690.85,BTC-PERPETUAL,3693.5,3,1546304883276,13854075,2383064
1420.0,sell,3690.74,BTC-PERPETUAL,3693.5,3,1546304885658,13854076,2383065
140.0,sell,3690.74,BTC-PERPETUAL,3693.5,3,1546304885658,13854077,2383066
210.0,sell,3690.74,BTC-PERPETUAL,3693.5,3,1546304885669,13854078,2383067
1500.0,sell,3690.74,BTC-PERPETUAL,3693.5,3,1546304885809,13854079,2383068
10.0,sell,3690.74,BTC-PERPETUAL,3693.0,2,1546304885809,13854080,2383069
3700.0,sell,3690.74,BTC-PERPETUAL,3693.0,3,1546304885809,13854081,2383070
70.0,sell,3690.74,BTC-PERPETUAL,3693.0,3,1546304885809,13854082,2383071
470.0,sell,3690.74,BTC-PERPETUAL,3692.5,2,1546304885809,13854083,2383072
4250.0,sell,3690.74,BTC-PERPETUAL,3692.5,3,1546304885809,13854084,2383073
3690.0,sell,3690.06,BTC-PERPETUAL,3692.0,2,1546304919641,13854086,2383074
10.0,sell,3690.07,BTC-PERPETUAL,3691.0,2,1546304925764,13854087,2383075
1030.0,sell,3690.07,BTC-PERPETUAL,3691.0,3,1546304925764,13854088,2383076
400.0,buy,3690.05,BTC-PERPETUAL,3691.5,0,1546304960937,13854089,2383077
500.0,buy,3690.05,BTC-PERPETUAL,3691.5,1,1546304960937,13854090,2383078
180.0,buy,3690.05,BTC-PERPETUAL,3691.5,1,1546304960937,13854091,2383079
180.0,buy,3690.05,BTC-PERPETUAL,3691.5,1,1546304960937,13854092,2383080
180.0,buy,3690.05,BTC-PERPETUAL,3691.5,1,1546304960937,13854093,2383081
20.0,buy,3690.05,BTC-PERPETUAL,3691.5,1,1546304960937,13854094,2383082
650.0,buy,3690.05,BTC-PERPETUAL,3691.5,1,1546304960937,13854095,2383083
3850.0,buy,3690.05,BTC-PERPETUAL,3691.5,1,1546304961282,13854096,2383084
170.0,buy,3690.05,BTC-PERPETUAL,3691.5,1,1546304961282,13854097,2383085
10.0,buy,3690.11,BTC-PERPETUAL,3692.0,0,1546304962915,13854101,2383086
180.0,buy,3690.11,BTC-PERPETUAL,3692.5,0,1546304964205,13854102,2383087
2330.0,sell,3690.77,BTC-PERPETUAL,3692.5,1,1546304973359,13854108,2383088
180.0,buy,3690.4,BTC-PERPETUAL,3693.0,0,1546305120441,13854114,2383089
500.0,buy,3690.4,BTC-PERPETUAL,3693.0,1,1546305120441,13854115,2383090
10.0,buy,3690.4,BTC-PERPETUAL,3693.0,1,1546305120441,13854116,2383091
180.0,buy,3690.4,BTC-PERPETUAL,3693.5,0,1546305120441,13854117,2383092
180.0,buy,3690.4,BTC-PERPETUAL,3694.0,0,1546305120441,13854118,2383093
30.0,buy,3690.4,BTC-PERPETUAL,3694.0,1,1546305120441,13854119,2383094
370.0,buy,3690.4,BTC-PERPETUAL,3694.0,1,1546305120441,13854120,2383095
200.0,buy,3690.4,BTC-PERPETUAL,3696.0,0,1546305120441,13854121,2383096
1850.0,buy,3690.4,BTC-PERPETUAL,3696.5,0,1546305120441,13854122,2383097
400.0,buy,3691.76,BTC-PERPETUAL,3693.5,2,1546305222179,13854129,2383098
20.0,buy,3691.76,BTC-PERPETUAL,3693.5,3,1546305222179,13854130,2383099
60.0,buy,3692.43,BTC-PERPETUAL,3694.0,0,1546305225858,13854131,2383100
180.0,buy,3692.43,BTC-PERPETUAL,3695.0,0,1546305225858,13854132,2383101
30.0,buy,3692.43,BTC-PERPETUAL,3695.0,1,1546305225858,13854133,2383102
100.0,buy,3692.43,BTC-PERPETUAL,3695.5,0,1546305225858,13854134,2383103
180.0,buy,3692.43,BTC-PERPETUAL,3695.5,1,1546305225858,13854135,2383104
180.0,buy,3692.43,BTC-PERPETUAL,3696.0,0,1546305225858,13854136,2383105
270.0,buy,3692.43,BTC-PERPETUAL,3696.5,0,1546305225858,13854137,2383106
100.0,sell,3691.43,BTC-PERPETUAL,3695.5,2,1546305388857,13854151,2383107
180.0,sell,3691.43,BTC-PERPETUAL,3695.5,3,1546305388857,13854152,2383108
60.0,sell,3691.43,BTC-PERPETUAL,3695.5,3,1546305388857,13854153,2383109
100.0,sell,3691.2,BTC-PERPETUAL,3695.5,3,1546305393188,13854154,2383110
80.0,sell,3691.22,BTC-PERPETUAL,3695.5,3,1546305400376,13854155,2383111
80.0,sell,3691.22,BTC-PERPETUAL,3695.5,3,1546305400376,13854156,2383112
1650.0,sell,3691.56,BTC-PERPETUAL,3695.5,3,1546305417141,13854157,2383113
1540.0,sell,3691.23,BTC-PERPETUAL,3695.5,3,1546305424937,13854158,2383114
250.0,sell,3691.22,BTC-PERPETUAL,3695.5,3,1546305425000,13854159,2383115
90.0,sell,3691.22,BTC-PERPETUAL,3695.5,3,1546305425593,13854160,2383116
210.0,sell,3691.22,BTC-PERPETUAL,3695.5,3,1546305425602,13854161,2383117
1780.0,sell,3691.27,BTC-PERPETUAL,3695.5,3,1546305434893,13854162,2383118
1360.0,sell,3691.73,BTC-PERPETUAL,3695.5,3,1546305444605,13854163,2383119
260.0,sell,3691.73,BTC-PERPETUAL,3695.5,3,1546305444610,13854164,2383120
80.0,sell,3691.57,BTC-PERPETUAL,3695.5,3,1546305454362,13854165,2383121
170.0,sell,3691.48,BTC-PERPETUAL,3695.5,3,1546305470069,13854166,2383122
200.0,sell,3691.48,BTC-PERPETUAL,3695.5,3,1546305470069,13854167,2383123
1540.0,sell,3691.48,BTC-PERPETUAL,3695.5,3,1546305470069,13854168,2383124
250.0,sell,3691.3,BTC-PERPETUAL,3695.5,3,1546305498529,13854169,2383125
100.0,sell,3691.3,BTC-PERPETUAL,3695.5,3,1546305498529,13854170,2383126
200.0,sell,3691.3,BTC-PERPETUAL,3695.5,3,1546305498529,13854171,2383127
180.0,sell,3691.3,BTC-PERPETUAL,3695.0,2,1546305498529,13854172,2383128
180.0,sell,3691.3,BTC-PERPETUAL,3695.0,3,1546305498529,13854173,2383129
4090.0,sell,3691.3,BTC-PERPETUAL,3695.0,3,1546305498529,13854174,2383130
100.0,sell,3691.3,BTC-PERPETUAL,3695.5,0,1546305500077,13854175,2383131
100.0,sell,3691.13,BTC-PERPETUAL,3695.5,1,1546305542976,13854176,2383132
170.0,buy,3690.88,BTC-PERPETUAL,3696.0,0,1546305581520,13854177,2383133
200.0,sell,3690.67,BTC-PERPETUAL,3695.5,2,1546305628724,13854178,2383134
30.0,sell,3690.67,BTC-PERPETUAL,3695.0,2,1546305628724,13854179,2383135
100.0,sell,3690.67,BTC-PERPETUAL,3694.0,2,1546305628724,13854180,2383136
1370.0,sell,3690.67,BTC-PERPETUAL,3694.0,3,1546305628724,13854181,2383137
40.0,sell,3690.14,BTC-PERPETUAL,3694.0,3,1546305708021,13854182,2383138
210.0,sell,3690.06,BTC-PERPETUAL,3694.0,3,1546305716810,13854183,2383139
100.0,sell,3690.06,BTC-PERPETUAL,3694.0,3,1546305716810,13854184,2383140
5000.0,sell,3690.06,BTC-PERPETUAL,3694.0,3,1546305716810,13854185,2383141
880.0,sell,3690.06,BTC-PERPETUAL,3694.0,3,1546305716810,13854186,2383142
50.0,sell,3690.06,BTC-PERPETUAL,3694.0,3,1546305717760,13854187,2383143
1580.0,sell,3690.0,BTC-PERPETUAL,3693.5,2,1546305718205,13854188,2383144
50.0,sell,3690.0,BTC-PERPETUAL,3693.5,3,1546305718211,13854189,2383145
3640.0,sell,3689.98,BTC-PERPETUAL,3693.5,3,1546305721813,13854190,2383146
10.0,sell,3689.98,BTC-PERPETUAL,3693.5,3,1546305721819,13854191,2383147
40.0,sell,3689.97,BTC-PERPETUAL,3693.5,3,1546305727229,13854192,2383148
160.0,sell,3689.97,BTC-PERPETUAL,3693.5,3,1546305739965,13854193,2383149
100.0,sell,3689.97,BTC-PERPETUAL,3693.5,3,1546305739965,13854194,2383150
100.0,sell,3689.97,BTC-PERPETUAL,3693.5,3,1546305739965,13854195,2383151
3330.0,sell,3689.97,BTC-PERPETUAL,3693.5,3,1546305739965,13854196,2383152
100.0,sell,3689.73,BTC-PERPETUAL,3693.5,3,1546305742446,13854197,2383153
10.0,sell,3689.84,BTC-PERPETUAL,3693.0,2,1546305747661,13854198,2383154
1790.0,sell,3689.84,BTC-PERPETUAL,3693.0,3,1546305747661,13854199,2383155
10.0,sell,3689.23,BTC-PERPETUAL,3692.5,2,1546305777088,13854204,2383156
90.0,sell,3689.23,BTC-PERPETUAL,3692.5,3,1546305785637,13854205,2383157
1670.0,sell,3689.23,BTC-PERPETUAL,3692.5,3,1546305785637,13854206,2383158
500.0,buy,3688.62,BTC-PERPETUAL,3692.0,2,1546305814227,13854208,2383159
400.0,buy,3688.62,BTC-PERPETUAL,3692.0,3,1546305814227,13854209,2383160
100.0,buy,3688.62,BTC-PERPETUAL,3692.5,0,1546305814227,13854210,2383161
1850.0,sell,3688.23,BTC-PERPETUAL,3691.5,2,1546305875377,13854216,2383162
1840.0,sell,3688.23,BTC-PERPETUAL,3691.5,3,1546305875377,13854217,2383163
1590.0,sell,3688.35,BTC-PERPETUAL,3691.5,3,1546305883069,13854218,2383164
30.0,sell,3688.23,BTC-PERPETUAL,3691.5,3,1546305890473,13854219,2383165
1670.0,sell,3688.23,BTC-PERPETUAL,3691.5,3,1546305894149,13854220,2383166
230.0,sell,3687.7,BTC-PERPETUAL,3691.5,3,1546305895501,13854221,2383167
160.0,sell,3687.7,BTC-PERPETUAL,3691.5,3,1546305899416,13854222,2383168
1600.0,sell,3687.7,BTC-PERPETUAL,3691.5,3,1546305899422,13854223,2383169
3680.0,sell,3687.5,BTC-PERPETUAL,3691.5,3,1546305920121,13854224,2383170
170.0,sell,3688.04,BTC-PERPETUAL,3691.5,3,1546305933481,13854225,2383171
250.0,sell,3688.04,BTC-PERPETUAL,3691.5,3,1546305933481,13854226,2383172
1560.0,sell,3688.04,BTC-PERPETUAL,3691.5,3,1546305933481,13854227,2383173
120.0,sell,3688.24,BTC-PERPETUAL,3691.5,3,1546305940517,13854228,2383174
4880.0,sell,3688.24,BTC-PERPETUAL,3691.5,3,1546305940583,13854229,2383175
5000.0,sell,3688.24,BTC-PERPETUAL,3691.5,3,1546305940583,13854230,2383176
100.0,sell,3688.24,BTC-PERPETUAL,3691.5,3,1546305940583,13854231,2383177
20.0,sell,3688.24,BTC-PERPETUAL,3691.5,3,1546305940583,13854232,2383178
230.0,sell,3688.24,BTC-PERPETUAL,3691.5,3,1546305940597,13854233,2383179
200.0,sell,3688.24,BTC-PERPETUAL,3691.5,3,1546305940597,13854234,2383180
4200.0,sell,3688.24,BTC-PERPETUAL,3691.5,3,1546305940597,13854235,2383181
1580.0,sell,3687.48,BTC-PERPETUAL,3691.5,3,1546305944137,13854237,2383182
100.0,sell,3687.48,BTC-PERPETUAL,3691.5,3,1546305945085,13854238,2383183
20.0,sell,3687.18,BTC-PERPETUAL,3691.5,3,1546305946333,13854239,2383184
500.0,sell,3687.18,BTC-PERPETUAL,3691.5,3,1546305952104,13854243,2383185
30.0,sell,3686.94,BTC-PERPETUAL,3691.0,2,1546305960731,13854244,2383186
470.0,sell,3686.94,BTC-PERPETUAL,3690.5,2,1546305960731,13854245,2383187
1000.0,sell,3687.22,BTC-PERPETUAL,3690.5,3,1546305971209,13854247,2383188
1000.0,sell,3687.22,BTC-PERPETUAL,3690.5,3,1546305971209,13854248,2383189
1810.0,sell,3687.22,BTC-PERPETUAL,3690.5,3,1546305971209,13854249,2383190
120.0,sell,3687.22,BTC-PERPETUAL,3690.5,3,1546305971209,13854250,2383191
200.0,sell,3686.26,BTC-PERPETUAL,3690.5,3,1546306014507,13854261,2383192
800.0,sell,3686.26,BTC-PERPETUAL,3690.5,3,1546306014507,13854262,2383193
1000.0,sell,3686.26,BTC-PERPETUAL,3690.5,3,1546306015476,13854263,2383194
500.0,sell,3686.27,BTC-PERPETUAL,3690.5,3,1546306020145,13854264,2383195
310.0,sell,3687.76,BTC-PERPETUAL,3690.5,3,1546306088189,13854265,2383196
310.0,sell,3687.86,BTC-PERPETUAL,3690.5,3,1546306090058,13854266,2383197
